Molecule_ID,Source_Molecule_ID,SMILES,Molecule_class,Cacetal-q(N),Cacetal-q(N+1),Cacetal-s-,E_HOMO(N-1),VIP,Overall_Average,Pos_Average,Polar_Area,Split_Cacetal_q_N,Split_Cacetal_q_Nplus1,Split_Cacetal_s_minus,Split_E_HOMO_Nminus1,Split_VIP,Split_Overall_Average,Split_Pos_Average,Split_Polar_Area
DFT0429,acetal1500_000429,COc1cccc(OC(CC(C)C)(OCC(Cl)(Cl)Cl)C2CC2)c1,ketal,0.171,0.166,0.0297,-0.262469,0.21182,-0.00061914,0.01749093,52.95,train,test,train,train,test,train,test,train
DFT0430,acetal1500_000430,COc1cccc(OC(CC(C)C)(OCC(Cl)(Cl)Cl)c2ccc(Cl)cc2)c1,ketal,0.1739,0.1653,0.0372,-0.252873,0.209403,0.00059356,0.01613282,44.57,train,train,test,train,train,train,train,train
DFT0431,acetal1500_000431,COc1cccc(OC(CC(C)C)(OCC(Cl)(Cl)Cl)c2ccccc2)c1,ketal,0.1701,0.1656,0.0332,-0.251604,0.211284,-0.00165236,0.01496291,44.47,validation,train,train,train,test,train,validation,train
DFT0432,acetal1500_000432,ClC(Cl)(Cl)COC(C=Cc1ccccc1)(Oc1ccccc1)C1CC1,ketal,0.1655,0.152,0.0572,-0.236656,0.215064,-0.00085189,0.01443569,45.76,test,train,train,train,test,train,train,train
DFT0433,acetal1500_000433,ClC(Cl)(Cl)COC(C=Cc1ccccc1)Oc1ccccc1,acetal,0.1368,0.1112,0.1041,-0.23996,0.214013,-7.82E-05,0.01877639,52.65,validation,validation,test,train,train,train,train,train
DFT0434,acetal1500_000434,Cc1ccc(C(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)Oc2ccccc2)cc1,ketal,0.1666,0.1532,0.0526,-0.236673,0.215412,-0.00157689,0.01518103,48.21,train,train,train,train,validation,train,train,train
DFT0435,acetal1500_000435,Fc1ccc(C(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)Oc2ccccc2)cc1,ketal,0.1664,0.1498,0.0617,-0.239236,0.216466,0.00018241,0.01709628,48.88,train,test,train,validation,train,test,train,train
DFT0436,acetal1500_000436,ClC(Cl)(Cl)COC(C=Cc1ccccc1)(Oc1ccccc1)c1ccccc1,ketal,0.1623,0.1435,0.0556,-0.248294,0.217956,-0.00156395,0.0162434,52.05,train,test,validation,train,validation,validation,train,test
DFT0437,acetal1500_000437,Cc1ccc(C(CBr)(OCC(Cl)(Cl)Cl)Oc2ccccc2)cc1,ketal,0.1615,0.1563,0.0549,-0.250529,0.231988,3.582e-05,0.01700173,44.78,train,train,train,train,validation,train,train,train
DFT0438,acetal1500_000438,CC(C)(C)CC(OCC(Cl)(Cl)Cl)(Oc1ccccc1)C1CC1,ketal,0.1711,0.1671,0.0753,-0.28412,0.222803,0.001308,0.01618487,47.27,test,train,train,train,train,test,train,train
DFT0439,acetal1500_000439,CC(C)(C)CC(OCC(Cl)(Cl)Cl)Oc1ccccc1,acetal,0.1391,0.1328,0.0952,-0.28905,0.21669,0.00162907,0.01658644,47.12,train,train,train,train,validation,train,train,train
DFT0440,acetal1500_000440,Cc1ccc(C(CC(C)(C)C)(OCC(Cl)(Cl)Cl)Oc2ccccc2)cc1,ketal,0.17,0.1656,0.0534,-0.245917,0.219095,0.00015584,0.01322799,39.32,validation,train,validation,validation,train,validation,validation,train
DFT0441,acetal1500_000441,CC(C)(C)CC(OCC(Cl)(Cl)Cl)(Oc1ccccc1)c1ccc(F)cc1,ketal,0.1709,0.1658,0.0497,-0.252399,0.219998,0.00169241,0.0132808,38.19,train,test,test,train,train,train,train,train
DFT0442,acetal1500_000442,CC(C)(C)CC(OCC(Cl)(Cl)Cl)(Oc1ccccc1)c1ccccc1,ketal,0.1705,0.1661,0.0535,-0.256077,0.219944,0.00025031,0.01343105,38.63,train,validation,validation,validation,train,train,train,train
DFT0443,acetal1500_000443,CC(C)CC(OCC(Cl)(Cl)Cl)(Oc1ccccc1)C1CC1,ketal,0.166,0.1619,0.0736,-0.275592,0.231353,0.00061363,0.0163221,49.19,train,train,train,train,train,train,train,train
DFT0444,acetal1500_000444,CC(C)CC(OCC(Cl)(Cl)Cl)Oc1ccccc1,acetal,0.1387,0.1324,0.0949,-0.289103,0.216782,0.00156427,0.01750556,48.63,train,train,test,train,train,test,train,test
DFT0445,acetal1500_000445,CC(C)(C)COC(C)(C=Cc1ccccc1)OCC(F)(F)F,ketal,0.1532,0.1379,0.0695,-0.277882,0.213885,-0.00017997,0.01498814,41.77,test,validation,train,train,train,train,train,train
DFT0446,acetal1500_000446,CC(C)(C)COC(C=Cc1ccccc1)(OCC(F)(F)F)C1CC1,ketal,0.1556,0.1386,0.0613,-0.270083,0.215026,0.00099251,0.01573362,50.39,train,train,train,train,train,train,train,train
DFT0447,acetal1500_000447,COC(C=Cc1ccccc1)(OCC(C)(C)C)OCC(F)(F)F,orthoester,0.2107,0.1929,0.066,-0.28127,0.218282,0.00016911,0.01410545,43.12,train,test,train,train,train,train,test,train
DFT0448,acetal1500_000448,CCOC(C=Cc1ccccc1)(OCC(C)(C)C)OCC(F)(F)F,orthoester,0.2131,0.1937,0.0764,-0.275467,0.216908,0.00020295,0.01201688,36.19,train,train,test,train,train,train,train,test
DFT0449,acetal1500_000449,CC(C)(C)COC(C=Cc1ccccc1)OCC(F)(F)F,acetal,0.1294,0.1046,0.1049,-0.278789,0.214927,0.00054842,0.01907717,54.74,train,train,train,test,train,train,train,train
DFT0450,acetal1500_000450,Cc1ccc(C(C=Cc2ccccc2)(OCC(C)(C)C)OCC(F)(F)F)cc1,ketal,0.1553,0.1385,0.0582,-0.250095,0.210894,-0.00042542,0.01166332,39.56,train,train,train,train,validation,train,validation,train
DFT0451,acetal1500_000451,CC(C)(C)COC(C=Cc1ccccc1)(OCC(F)(F)F)c1ccc(Cl)cc1,ketal,0.1575,0.1415,0.0634,-0.253151,0.216342,0.0018332,0.01545453,38.15,train,train,train,test,test,train,train,train
DFT0452,acetal1500_000452,CC(C)(C)COC(C=Cc1ccccc1)(OCC(F)(F)F)c1ccc(F)cc1,ketal,0.1569,0.1405,0.06,-0.25564,0.211911,0.00133767,0.01283872,38.27,train,train,validation,validation,train,train,train,test
DFT0453,acetal1500_000453,CC(C)(C)COC(C=Cc1ccccc1)(OCC(F)(F)F)c1ccc(O)cc1,ketal,0.1556,0.14,0.0553,-0.230386,0.216134,-0.00060758,0.017909,42.89,validation,train,train,train,train,test,train,train
DFT0454,acetal1500_000454,CC(C)(C)COC(C=Cc1ccccc1)(OCC(F)(F)F)c1ccc([N+](=O)[O-])cc1,ketal,0.1582,0.1507,0.0866,-0.273967,0.218442,0.00574307,0.02141157,55.14,test,train,train,train,validation,train,test,train
DFT0455,acetal1500_000455,CC(C)(C)COC(C=Cc1ccccc1)(OCC(F)(F)F)c1ccccc1,ketal,0.1565,0.1405,0.0633,-0.255937,0.215627,-0.00069891,0.01434649,39.97,train,test,train,train,validation,train,train,test
DFT0456,acetal1500_000456,CC(C)(C)COC(C)(CBr)OCC(F)(F)F,ketal,0.1567,0.1315,0.1116,-0.305974,0.261543,0.00053357,0.0217277,46.7,test,test,train,train,train,train,train,test
DFT0457,acetal1500_000457,CCOC(CBr)(OCC(C)(C)C)OCC(F)(F)F,orthoester,0.2107,0.188,0.1157,-0.308834,0.268154,-8.75E-05,0.01646908,46.37,train,train,train,test,train,test,test,train
DFT0458,acetal1500_000458,CC(C)(C)COC(CBr)OCC(F)(F)F,acetal,0.1313,0.0945,0.1442,-0.298534,0.26118,0.00221554,0.02656527,65.01,train,train,train,train,train,train,train,train
DFT0459,acetal1500_000459,Cc1ccc(C(CBr)(OCC(C)(C)C)OCC(F)(F)F)cc1,ketal,0.1541,0.1278,0.0446,-0.282766,0.234039,-0.00048054,0.01705143,42.68,train,train,train,validation,train,validation,test,train
DFT0460,acetal1500_000460,CC(C)(C)COC(CBr)(OCC(F)(F)F)c1ccc(F)cc1,ketal,0.1543,0.144,0.0491,-0.282913,0.240465,0.00210743,0.02150784,48.71,train,train,train,validation,train,validation,test,train
DFT0461,acetal1500_000461,CC(C)(C)COC(CBr)(OCC(F)(F)F)c1ccc(O)cc1,ketal,0.1543,0.1356,0.0468,-0.274546,0.219211,0.00122635,0.02192874,57.74,train,train,validation,test,train,train,train,train
DFT0462,acetal1500_000462,CC(C)(C)COC(CC(C)(C)C)(OCC(F)(F)F)C1CC1,ketal,0.162,0.1544,0.1299,-0.296455,0.252139,0.00188348,0.01431557,38.06,train,train,train,train,train,train,train,train
DFT0463,acetal1500_000463,CC(C)(C)COC(CC(C)(C)C)OCC(F)(F)F,acetal,0.1247,0.0931,0.1264,-0.309076,0.26237,0.00203177,0.01486174,31.64,train,train,train,validation,validation,validation,train,validation
DFT0464,acetal1500_000464,CC(C)(C)COC(CC(C)(C)C)(OCC(F)(F)F)c1ccccc1,ketal,0.1622,0.1417,0.0485,-0.272548,0.238937,0.00126751,0.01350549,42.57,train,train,test,train,train,train,train,validation
DFT0465,acetal1500_000465,CC(C)CC(OCC(C)(C)C)(OCC(F)(F)F)C1CC1,ketal,0.1629,0.1436,0.1377,-0.304992,0.239175,0.00149954,0.01376604,31.13,train,train,train,validation,train,train,train,test
DFT0466,acetal1500_000466,CC(C)CC(OCC(C)(C)C)(OCC(F)(F)F)c1ccc(Cl)cc1,ketal,0.1593,0.1518,0.0502,-0.278853,0.240696,0.00314295,0.01342826,33.88,train,train,train,train,train,train,train,train
DFT0467,acetal1500_000467,CC(C)(C)COC(CCc1ccccc1)OCC(F)(F)F,acetal,0.1288,0.126,0.0342,-0.267523,0.230729,0.00220262,0.01848744,51.67,validation,train,train,train,train,test,train,train
DFT0468,acetal1500_000468,CC(C)(C)COC(CCc1ccccc1)(OCC(F)(F)F)c1ccc(F)cc1,ketal,0.1612,0.1523,0.0448,-0.247923,0.229321,0.00316447,0.01787321,54.69,train,train,validation,validation,train,train,train,train
DFT0469,acetal1500_000469,CCOCC(OCC(C)(C)C)(OCC(F)(F)F)c1ccc(OC)cc1,ketal,0.1531,0.1406,0.0534,-0.262341,0.214583,-0.00108233,0.01635771,54.72,train,train,train,train,train,train,train,train
DFT0470,acetal1500_000470,CCOC(C=Cc1ccccc1)(OCC(F)(F)F)OCC(F)(F)F,orthoester,0.215,0.1966,0.0705,-0.283186,0.219055,0.00064034,0.01898224,59.1,train,train,train,train,test,test,train,train
DFT0471,acetal1500_000471,CCOC(CBr)(OCC(F)(F)F)OCC(F)(F)F,orthoester,0.2144,0.1885,0.1155,-0.318812,0.275975,0.00171089,0.02576202,65.45,validation,test,train,train,validation,test,train,train
DFT0472,acetal1500_000472,CCOC(CC(C)C)(OCC(F)(F)F)OCC(F)(F)F,orthoester,0.222,0.2075,0.1175,-0.308007,0.263215,0.00256471,0.02752507,58.27,train,train,validation,test,train,train,validation,train
DFT0473,acetal1500_000473,CC(C)OC(CC(C)(C)C)(OCC(F)(F)F)c1ccc([N+](=O)[O-])cc1,ketal,0.1665,0.1597,0.081,-0.285563,0.257994,0.00722678,0.01843896,52.79,train,train,train,train,test,train,train,train
DFT0474,acetal1500_000474,COC(=O)NCCOC(OCC(F)(F)F)c1cc(OC)c(OC)c(OC)c1,acetal,0.1265,0.0951,0.0597,-0.252393,0.213506,-0.0019267,0.02335949,63.51,train,train,train,validation,test,train,train,train
DFT0475,acetal1500_000475,COC(=O)NCCOC(OCC(F)(F)F)(c1ccc(F)cc1)c1cc(OC)c(OC)c(OC)c1,ketal,0.1625,0.1498,0.0315,-0.250886,0.214071,0.00151519,0.02022251,56.77,test,train,train,train,train,validation,train,train
DFT0476,acetal1500_000476,CCOC(=O)C1CCCCC1OC(CC(C)(C)C)(OCC(F)(F)F)c1ccc(O)cc1,ketal,0.1642,0.1545,0.0528,-0.267845,0.214198,0.00029508,0.0142063,39.97,train,train,test,train,train,test,train,train
DFT0477,acetal1500_000477,CC(C)(C)CC(OCCNC(=O)C(F)(F)F)(OC(C)(C)C)c1ccc(F)cc1,ketal,0.1625,0.1568,0.0505,-0.27037,0.232563,0.00301458,0.0203144,51.31,train,test,train,test,train,test,train,train
DFT0478,acetal1500_000478,CC(C)(C)OC(C=Cc1ccccc1)OC1CCCCC1C(=O)O,acetal,0.1235,0.105,0.0751,-0.266392,0.216839,-0.0020282,0.01447237,40.55,train,train,train,train,train,test,train,train
DFT0479,acetal1500_000479,CC(C)(C)OC(C=Cc1ccccc1)(OC1CCCCC1C(=O)O)c1ccc(F)cc1,ketal,0.1581,0.1423,0.0531,-0.246631,0.213749,-0.0005434,0.01390407,42.15,test,test,train,train,train,train,train,train
DFT0480,acetal1500_000480,CC(C)(C)CC(OC1CCCCC1C(=O)O)(OC(C)(C)C)c1ccc(F)cc1,ketal,0.1652,0.1589,0.0809,-0.261536,0.23035,0.00187563,0.01348625,33.05,train,validation,train,train,train,validation,train,train
DFT0481,acetal1500_000481,CC(C)(C)COC(CBr)(OCCCNC(=O)C(F)(F)F)c1ccc(Cl)cc1,ketal,0.1546,0.1474,0.0462,-0.270137,0.243427,0.00551049,0.0239611,42.81,train,train,validation,train,train,train,train,train
DFT0482,acetal1500_000482,CC(C)(C)COC(C=Cc1ccccc1)OCCCl,acetal,0.1235,0.1,0.1103,-0.273869,0.214638,-0.00056417,0.01934761,54.02,train,train,validation,train,train,train,test,test
DFT0483,acetal1500_000483,CC(C)(C)COC(C=Cc1ccccc1)(OCCCl)c1ccc(F)cc1,ketal,0.1562,0.1411,0.0542,-0.250601,0.215056,0.00018434,0.01610521,45.43,train,validation,validation,train,validation,train,train,train
DFT0484,acetal1500_000484,CC(C)(C)COC(C=Cc1ccccc1)(OCCCl)c1ccc([N+](=O)[O-])cc1,ketal,0.1567,0.149,0.0835,-0.273796,0.217265,0.00516942,0.01934378,59.36,train,train,train,train,test,test,validation,train
DFT0485,acetal1500_000485,CC(C)(C)COC(CBr)OCCCl,acetal,0.1224,0.0942,0.1406,-0.301709,0.259821,0.00163094,0.02136078,53.62,train,train,train,validation,train,train,train,train
DFT0486,acetal1500_000486,CC(C)(C)COC(CBr)(OCCF)c1ccc([N+](=O)[O-])cc1,ketal,0.1559,0.1487,0.0721,-0.282434,0.258576,0.00726804,0.02316092,53.31,train,train,validation,validation,train,validation,train,train
DFT0487,acetal1500_000487,C=CC(=O)NCCOC(C=Cc1ccccc1)OCC(C)(C)C,acetal,0.1253,0.1024,0.1066,-0.252671,0.212768,0.00148558,0.01897947,56.45,validation,train,train,train,train,test,train,train
DFT0488,acetal1500_000488,C=CC(=O)NCCOC(C=Cc1ccccc1)(OCC(C)(C)C)c1ccc(Cl)cc1,ketal,0.1549,0.1382,0.0598,-0.254749,0.211872,0.00094341,0.01791433,49.17,train,validation,train,train,test,train,train,train
DFT0489,acetal1500_000489,C=CC(=O)NCCOC(C=Cc1ccccc1)(OCC(C)(C)C)c1ccc(O)cc1,ketal,0.1525,0.1367,0.0641,-0.230428,0.21457,1.385e-05,0.02191625,54.59,train,test,train,train,train,train,train,validation
DFT0490,acetal1500_000490,CC(C)(C)COC(C=Cc1ccccc1)(OCCOCCN)c1ccc([N+](=O)[O-])cc1,ketal,0.1564,0.1496,0.0928,-0.234964,0.216276,0.00313186,0.01635279,47.69,train,validation,train,train,test,train,validation,train
DFT0491,acetal1500_000491,COC(C=Cc1ccccc1)(OCC(C)(C)C)C1CC1,ketal,0.1517,0.1375,0.0541,-0.268829,0.213856,-0.00141243,0.01257282,36.01,validation,train,train,train,train,train,train,train
DFT0492,acetal1500_000492,COc1ccc(C(C=Cc2ccccc2)(OC)OCC(C)(C)C)cc1,ketal,0.1506,0.1335,0.0569,-0.229144,0.213591,-0.00198596,0.01263281,39.68,train,train,train,train,train,validation,test,test
DFT0493,acetal1500_000493,COC(C=Cc1ccccc1)(OCC(C)(C)C)c1ccc(F)cc1,ketal,0.1541,0.1392,0.0549,-0.249783,0.214724,-0.00066434,0.01326553,37.81,train,train,train,train,validation,train,validation,validation
DFT0494,acetal1500_000494,COC(C=Cc1ccccc1)(OCC(C)(C)C)c1ccc([N+](=O)[O-])cc1,ketal,0.155,0.148,0.0908,-0.27002,0.213581,0.00381697,0.01569221,49.37,validation,train,train,train,train,train,train,test
DFT0495,acetal1500_000495,COC(C=Cc1ccccc1)(OCC(C)(C)C)c1ccccc1,ketal,0.152,0.1359,0.0602,-0.257177,0.211067,-0.00183392,0.00991026,30.79,validation,train,train,train,validation,test,train,test
DFT0496,acetal1500_000496,COC(CBr)(OC)OCC(C)(C)C,orthoester,0.208,0.1858,0.0941,-0.304642,0.260234,-0.00112981,0.01631512,48.86,train,train,validation,train,train,train,train,train
DFT0497,acetal1500_000497,COC(CBr)(OCC(C)(C)C)c1ccc(F)cc1,ketal,0.1525,0.1447,0.0436,-0.277122,0.238951,0.00033322,0.01609741,46.19,train,train,train,train,train,train,validation,validation
DFT0498,acetal1500_000498,COC(CBr)(OCC(C)(C)C)c1ccc([N+](=O)[O-])cc1,ketal,0.1521,0.1451,0.125,-0.286423,0.256492,0.00569114,0.02046537,55.17,train,train,train,train,train,train,validation,validation
DFT0499,acetal1500_000499,COC(CC(C)(C)C)(OCC(C)(C)C)C1CC1,ketal,0.1573,0.1491,0.1319,-0.291731,0.240825,0.00102566,0.0097037,19.7,train,train,validation,test,train,train,validation,train
DFT0500,acetal1500_000500,COC(CC(C)(C)C)(OC)OCC(C)(C)C,orthoester,0.2137,0.2015,0.1184,-0.298597,0.255251,-0.00042592,0.00950292,23.19,test,validation,train,train,train,train,train,train
DFT0501,acetal1500_000501,COC(CC(C)(C)C)OCC(C)(C)C,acetal,0.1232,0.0995,0.1521,-0.30034,0.247999,0.00099338,0.01116892,27.29,train,train,train,train,test,train,train,test
DFT0502,acetal1500_000502,COC(CC(C)(C)C)(OCC(C)(C)C)c1ccc(F)cc1,ketal,0.1579,0.1513,0.0518,-0.272963,0.235459,0.0008039,0.0117005,27.33,train,train,train,train,train,train,train,train
DFT0503,acetal1500_000503,COC(CC(C)C)(OC)OCC(C)(C)C,orthoester,0.2127,0.2066,0.1133,-0.298937,0.256243,-0.00087906,0.00942079,23.02,train,train,test,train,train,train,train,train
DFT0504,acetal1500_000504,COC(=O)C1CCCCC1OC(C=Cc1ccccc1)(OCC(C)(C)C)c1ccc(F)cc1,ketal,0.1533,0.1365,0.0518,-0.246192,0.216743,-0.00113895,0.01310823,34.77,train,train,test,test,train,train,train,train
DFT0505,acetal1500_000505,C=C(C)C(=O)OCCOC(C=Cc1ccccc1)(OCC(C)(C)C)C1CC1,ketal,0.1529,0.1523,0.0645,-0.26764,0.214233,-0.00223016,0.01358489,42.71,train,train,train,train,train,train,test,train
DFT0506,acetal1500_000506,C=C(C)C(=O)OCCOC(C=Cc1ccccc1)(OC)OCC(C)(C)C,orthoester,0.2095,0.2083,0.0712,-0.268927,0.216624,-0.00286821,0.01273835,41.07,train,validation,test,train,validation,train,train,train
DFT0507,acetal1500_000507,C=C(C)C(=O)OCCOC(C=Cc1ccccc1)OCC(C)(C)C,acetal,0.1222,0.1208,0.0773,-0.268567,0.220145,-0.00082782,0.01279588,37.47,train,train,train,test,test,train,train,test
DFT0508,acetal1500_000508,C=C(C)C(=O)OCCOC(C=Cc1ccccc1)(OCC(C)(C)C)c1ccc(F)cc1,ketal,0.1535,0.1523,0.0547,-0.248989,0.216963,-0.0013593,0.01292379,38.98,train,test,train,train,train,train,validation,validation
DFT0509,acetal1500_000509,C=C(C)C(=O)OCCOC(C=Cc1ccccc1)(OCC(C)(C)C)c1ccc(O)cc1,ketal,0.1533,0.1522,0.0632,-0.232402,0.211724,-0.00258066,0.01523617,41.28,train,train,train,train,train,test,train,train
DFT0510,acetal1500_000510,C=C(C)C(=O)OCCOC(CBr)(OCC(C)(C)C)C1CC1,ketal,0.1513,0.1502,0.084,-0.271498,0.257602,-0.00057784,0.01615473,41.36,train,train,train,train,train,train,train,train
DFT0511,acetal1500_000511,C=C(C)C(=O)OCCOC(CBr)OCC(C)(C)C,acetal,0.1228,0.1214,0.1861,-0.270955,0.257966,0.00088441,0.01543057,43.48,train,train,train,train,test,train,train,test
DFT0512,acetal1500_000512,C=C(C)C(=O)OCCOC(CBr)(OCC(C)(C)C)c1ccc(O)cc1,ketal,0.1524,0.1516,0.064,-0.269347,0.21587,-0.00054816,0.01836208,49.13,train,train,train,train,train,validation,train,validation
DFT0513,acetal1500_000513,C=C(C)C(=O)OCCOC(CBr)(OCC(C)(C)C)c1ccccc1,ketal,0.1526,0.1516,0.0366,-0.269205,0.242886,-0.00026664,0.01302961,44.35,train,train,test,train,test,test,train,train
DFT0514,acetal1500_000514,C=C(C)C(=O)OCCOC(CC(C)(C)C)(OCC(C)(C)C)C1CC1,ketal,0.1595,0.1583,0.2049,-0.268993,0.245982,-2.28E-05,0.01136117,29.3,train,train,train,train,train,train,train,train
DFT0515,acetal1500_000515,C=C(C)C(=O)OCCOC(CC(C)(C)C)(OC)OCC(C)(C)C,orthoester,0.2155,0.2146,0.1362,-0.272538,0.253773,-0.00154272,0.00964015,22.18,train,test,train,train,train,test,train,validation
DFT0516,acetal1500_000516,C=C(C)C(=O)OCCOC(CC(C)C)(OCC(C)(C)C)C1CC1,ketal,0.1565,0.1555,0.1568,-0.269083,0.252652,-0.00106004,0.01029666,24.86,train,train,train,test,test,train,test,train
DFT0517,acetal1500_000517,C=C(C)C(=O)OCCOC(CC(C)C)(OC)OCC(C)(C)C,orthoester,0.2151,0.2139,0.1482,-0.270965,0.25753,-0.00226227,0.01022113,25.88,validation,train,train,train,train,train,validation,train
DFT0518,acetal1500_000518,C=C(C)C(=O)OCCOC(COCC)(OCC(C)(C)C)c1ccc(OC)cc1,ketal,0.1496,0.1484,0.0645,-0.261731,0.212844,-0.00420966,0.01361168,44.84,train,train,train,train,train,train,train,test
DFT0519,acetal1500_000519,C=C(C)C(=O)OCCOC(COCC)OCC(C)(C)C,acetal,0.1204,0.1193,0.15,-0.27033,0.247987,-0.00206014,0.01019849,28.7,train,train,train,test,train,train,test,train
DFT0520,acetal1500_000520,Cc1ccc(C(C=Cc2ccccc2)(OC(C)C)OC(C)C)cc1,ketal,0.152,0.1375,0.055,-0.241949,0.213586,-0.00230688,0.01156938,34.04,validation,train,test,train,validation,train,train,train
DFT0521,acetal1500_000521,CC(C)OC(C)(C=Cc1ccccc1)OC1CCCCC1C(=O)O,ketal,0.153,0.1375,0.0673,-0.264191,0.213229,-0.0007639,0.01495538,40.99,validation,train,train,train,train,test,train,test
DFT0522,acetal1500_000522,COC(C=Cc1ccccc1)(OCC(C)(C)C)Oc1c(C(=O)O)cccc1[N+](=O)[O-],orthoester,0.2222,0.2175,0.0994,-0.262052,0.219256,-0.00361257,0.01945996,55.04,train,validation,validation,validation,validation,validation,train,train
DFT0523,acetal1500_000523,Cc1ccc(C(C=Cc2ccccc2)(OCC(C)(C)C)Oc2c(C(=O)O)cccc2[N+](=O)[O-])cc1,ketal,0.1636,0.1596,0.085,-0.246712,0.217111,-0.00395303,0.01855301,54,test,train,train,train,validation,train,test,train
DFT0524,acetal1500_000524,COC(CBr)(OCC(C)(C)C)Oc1c(C(=O)O)cccc1[N+](=O)[O-],orthoester,0.2186,0.2154,0.083,-0.28884,0.252852,-0.00093851,0.02413934,61.66,validation,train,train,validation,train,train,train,train
DFT0525,acetal1500_000525,COC(CC(C)(C)C)(OCC(C)(C)C)Oc1c(C(=O)O)cccc1[N+](=O)[O-],orthoester,0.2306,0.2262,0.1006,-0.285845,0.253075,-0.00109186,0.01977096,52.04,train,train,train,train,train,train,validation,train
DFT0526,acetal1500_000526,COC(=O)c1cccc(C(=O)OC)c1OC(CC(C)(C)C)(OCC(C)(C)C)C1CC1,ketal,0.1704,0.1671,0.0779,-0.275149,0.237043,-0.0028719,0.01322414,38.01,validation,validation,train,train,train,train,train,train
DFT0527,acetal1500_000527,COC(=O)c1cccc(C(=O)OC)c1OC(CC(C)(C)C)(OCC(C)(C)C)c1ccc(OC)cc1,ketal,0.1694,0.165,0.0527,-0.251686,0.21382,-0.00433934,0.01522653,47.89,train,validation,train,train,validation,train,train,train
DFT0528,acetal1500_000528,COc1ccc(C(C=Cc2ccccc2)(OCC(C)(C)C)Oc2c(C)cccc2C(=O)O)cc1,ketal,0.1605,0.1464,0.0497,-0.23152,0.213028,-0.00344904,0.01411782,42.88,train,train,train,train,validation,train,train,test
DFT0529,acetal1500_000529,COC(C=Cc1ccccc1)(OCC(C)(C)C)Oc1c(C)cccc1C(=O)O,orthoester,0.2202,0.202,0.0689,-0.245027,0.217778,-0.00224009,0.01544536,41.79,train,train,train,train,train,train,train,test
DFT0530,acetal1500_000530,COC(CBr)(OCC(C)(C)C)Oc1c(C)cccc1C(=O)O,orthoester,0.2199,0.2135,0.0561,-0.277559,0.234961,0.00031825,0.01885624,50.88,test,train,validation,train,test,train,train,test
DFT0531,acetal1500_000531,Cc1cccc(C(=O)O)c1OC(CC(C)(C)C)(OCC(C)(C)C)C1CC1,ketal,0.17,0.1631,0.0752,-0.275288,0.228249,-0.00070792,0.01395647,38.32,train,train,test,train,train,train,test,test
DFT0532,acetal1500_000532,COC(=O)c1cccc(C)c1OC(C=Cc1ccccc1)(OCC(C)(C)C)c1ccc(OC)cc1,ketal,0.1605,0.1526,0.0518,-0.228727,0.215263,-0.00436546,0.01391411,45.71,train,train,train,validation,validation,train,train,train
DFT0533,acetal1500_000533,COC(=O)c1cccc(C)c1OC(C=Cc1ccccc1)(OC)OCC(C)(C)C,orthoester,0.2199,0.1999,0.0563,-0.249562,0.21743,-0.00429122,0.01382138,43.19,train,train,train,train,test,train,train,validation
DFT0534,acetal1500_000534,COC(=O)c1cccc(C)c1OC(C=Cc1ccccc1)OCC(C)(C)C,acetal,0.1242,0.1141,0.0932,-0.244952,0.217115,-0.00108331,0.01448451,44.11,validation,train,validation,train,train,test,validation,test
DFT0535,acetal1500_000535,COC(=O)c1cccc(C)c1OC(C=Cc1ccccc1)(OCC(C)(C)C)c1ccc(F)cc1,ketal,0.1648,0.1519,0.0484,-0.243462,0.214118,-0.00195368,0.01435689,43.78,train,train,train,test,train,train,train,train
DFT0536,acetal1500_000536,COC(=O)c1cccc(C)c1OC(C=Cc1ccccc1)(OCC(C)(C)C)c1ccc(O)cc1,ketal,0.1602,0.1534,0.0604,-0.231019,0.21457,-0.00423418,0.01532292,45.78,train,train,train,train,train,train,validation,train
DFT0537,acetal1500_000537,COC(=O)c1cccc(C)c1OC(CBr)(OC)OCC(C)(C)C,orthoester,0.2225,0.2171,0.0485,-0.278684,0.231865,-0.00070977,0.01476647,46.34,validation,train,train,validation,train,train,train,validation
DFT0538,acetal1500_000538,COC(=O)c1cccc(C)c1OC(CBr)OCC(C)(C)C,acetal,0.1344,0.1287,0.0596,-0.272155,0.235787,-0.00110763,0.02025104,55.85,train,train,train,train,train,train,test,train
DFT0539,acetal1500_000539,COC(=O)c1cccc(C)c1OC(CBr)(OCC(C)(C)C)c1ccc(F)cc1,ketal,0.162,0.1564,0.06,-0.252689,0.230514,-0.00211129,0.01606794,47.11,train,train,train,test,validation,train,test,test
DFT0540,acetal1500_000540,COC(=O)c1cccc(C)c1OC(CBr)(OCC(C)(C)C)c1ccc(O)cc1,ketal,0.162,0.1552,0.0474,-0.24542,0.219865,-0.00238697,0.01597014,47.52,train,train,train,train,validation,train,train,train
DFT0541,acetal1500_000541,COC(=O)c1cccc(C)c1OC(CBr)(OCC(C)(C)C)c1ccc([N+](=O)[O-])cc1,ketal,0.166,0.1594,0.072,-0.269434,0.232654,0.00268172,0.02333537,63.42,validation,train,validation,train,validation,train,train,train
