Candidate_ID,Rank,SMILES,Molecule_class,R1_SMILES,R2_SMILES,R3_SMILES,R4_SMILES,Predicted_log_kH,Prediction_uncertainty,Relative_to_current_limit,Beyond_limit_flag,SA_score,logP,Search_run
TS0163,163,CCCCCCC(OCCCO)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*CCCO,*C(C)C,*c1ccc(N(C)C)cc1,*CCCCCC,6.207023143768311,0.5427202582359314,0.10702314376831179,TRUE,3.1693355779990107,4.699800000000004,run_02
TS0164,164,CCCCCCCCCCC(OCCO)(OCCNC(C)=O)c1c(OC)cc(OC)cc1OC,ketal,*CCNC(C)=O,*CCO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.206574440002441,0.878188967704773,0.10657444000244176,TRUE,3.351396390063023,4.557600000000003,run_02
TS0165,165,COC(OCC(C)(C)C)(c1ccc(N(C)C)cc1)C(C)(C)C,ketal,*CC(C)(C)C,*C,*c1ccc(N(C)C)cc1,*C(C)(C)C,6.202018737792969,0.375975102186203,0.1020187377929691,TRUE,3.325725213531217,4.660600000000004,run_01
TS0166,166,CCCCCCC(OCCC)(OCCOC)c1ccc(N(C)C)cc1,ketal,*CCOC,*CCC,*c1ccc(N(C)C)cc1,*CCCCCC,6.200277805328369,0.5439072251319885,0.1002778053283695,TRUE,3.0907591422608363,4.965400000000005,run_01
TS0167,167,CCCCCCCCCCC(OCO)(OCCCO)c1c(OC)cc(OC)cc1OC,ketal,*CCCO,*CO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.1940598487854,0.8979998826980591,0.09405984878540075,TRUE,3.387011549057565,4.7614000000000045,run_01
TS0168,168,CCC(CC)C(OC)(OC(C)(C)C)c1ccc(N(C)C)cc1,ketal,*C(C)(C)C,*C,*c1ccc(N(C)C)cc1,*C(CC)CC,6.189672470092773,0.4217104911804199,0.08967247009277379,TRUE,3.319122449326274,4.803100000000005,run_01
TS0169,169,CCOC(CC(C)(C)C)(OC)c1ccc(N(C)C)cc1,ketal,*CC,*C,*c1ccc(N(C)C)cc1,*CC(C)(C)C,6.183431148529053,0.3832907974720001,0.08343114852905309,TRUE,3.0909796790829294,4.024500000000003,run_03
TS0170,170,CCCCCCCCCCC(OCCC)(OCCCN)ONCC,orthoester,*CCCN,*NCC,*OCCC,*CCCCCCCCCC,6.182846546173096,0.7214220762252808,0.08284654617309606,TRUE,3.473688816085847,4.504100000000003,run_01
TS0171,171,CCCCCCC(OCC)(OCO)c1ccc(N(C)C)cc1,ketal,*CO,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.182610511779785,0.4807339906692505,0.08261051177978551,TRUE,3.183642569341929,3.878700000000003,run_02
TS0172,172,CCCCCCCCCCC(OCCCN)(OC(=O)CC)OC(C)C,orthoester,*CCCN,*C(=O)CC,*OC(C)C,*CCCCCCCCCC,6.181977272033691,0.6074818968772888,0.08197727203369176,TRUE,3.306709491042489,4.914600000000004,run_01
TS0173,173,C=CC(=O)NCCOC(CCCCCCCCCC)(OCCO)c1c(OC)cc(OC)cc1OC,ketal,*CCNC(=O)C=C,*CCO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.181939601898193,0.8893481492996216,0.08193960189819371,TRUE,3.4741836957181054,4.7237000000000045,run_01
TS0174,174,CCOC(OCC)(c1ccc(N(C)C)cc1)C(CC)CC,ketal,*CC,*CC,*c1ccc(N(C)C)cc1,*C(CC)CC,6.1796698570251465,0.403238296508789,0.07966985702514684,TRUE,2.864669531363342,4.4146000000000045,run_02
TS0175,175,CCCCCCCCCCC(OC)(OC)OCCBr,orthoester,*CCBr,*C,*OC,*CCCCCCCCCC,6.179047584533691,0.6092255711555481,0.07904758453369176,TRUE,2.835790888372122,4.875300000000005,run_01
TS0176,176,CCCOC(CC(C)(C)C)(OCC)c1ccc(N(C)C)cc1,ketal,*CCC,*CC,*c1ccc(N(C)C)cc1,*CC(C)(C)C,6.178183555603027,0.400911808013916,0.0781835556030277,TRUE,3.1672345115480978,4.804700000000005,run_01
TS0177,177,CCCCCCC(OCCO)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*CCO,*C(C)C,*c1ccc(N(C)C)cc1,*CCCCCC,6.177803993225098,0.5093497633934021,0.07780399322509801,TRUE,3.1752281826016846,4.309700000000004,run_01
TS0178,178,CCCCCCCCCCC(OCO)(OCCO)c1c(OC)cc(OC)cc1OC,ketal,*CCO,*CO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.1773681640625,0.8836585879325867,0.07736816406250036,TRUE,3.3850847959652413,4.371300000000003,run_02
TS0179,179,CCCOC(CC(C)(C)C)(OC)c1ccc(N(C)C)cc1,ketal,*CCC,*C,*c1ccc(N(C)C)cc1,*CC(C)(C)C,6.1759233474731445,0.4106122255325317,0.07592334747314489,TRUE,3.1294090539888906,4.4146000000000045,run_01
TS0180,180,CCCCCCC(OC)(OCCOCC)c1ccc(N(C)C)cc1,ketal,*CCOCC,*C,*c1ccc(N(C)C)cc1,*CCCCCC,6.173588752746582,0.5642119646072388,0.07358875274658239,TRUE,3.0341372526361265,4.575300000000004,run_01
TS0181,181,CCOC(CC(C)(C)C)(OCC)c1ccc(N(C)C)cc1,ketal,*CC,*CC,*c1ccc(N(C)C)cc1,*CC(C)(C)C,6.173516273498535,0.3886876702308655,0.07351627349853551,TRUE,2.712714499553048,4.4146000000000045,run_01
TS0182,182,CCCCCCC(OCCC)(OCCN)c1ccc(N(C)C)cc1,ketal,*CCN,*CCC,*c1ccc(N(C)C)cc1,*CCCCCC,6.171087741851807,0.519712507724762,0.071087741851807,TRUE,3.1702924765167246,4.277700000000003,run_05
TS0183,183,CCCCCCCCCCC(OCCC)(OCCCCO)OCNC,orthoester,*CCCCO,*CNC,*OCCC,*CCCCCCCCCC,6.170716285705566,0.7517663836479187,0.07071628570556676,TRUE,3.407886268092751,4.580200000000003,run_02
TS0184,184,CCCCCCC(OCC)(OCCCCO)c1ccc(N(C)C)cc1,ketal,*CCCCO,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.168946266174316,0.5982357263565063,0.06894626617431676,TRUE,3.077407493909188,4.701400000000005,run_01
TS0185,185,CCCCCCCCCCC(OCC)(OCCN)OC(C)(C)C,orthoester,*C(C)(C)C,*CCN,*OCC,*CCCCCCCCCC,6.168471336364746,0.7123897671699524,0.06847133636474645,TRUE,3.2947659208162694,4.997900000000004,run_02
TS0186,186,CCCCCCC(OCCOCCN)(Oc1ccccc1)c1ccc(N(C)C)cc1,ketal,*CCOCCN,*c1ccccc1,*c1ccc(N(C)C)cc1,*CCCCCC,6.16496467590332,0.6674633622169495,0.06496467590332067,TRUE,3.063114491850752,4.946700000000004,run_06
TS0187,187,CCCCCCCCCCC(OCCO)(OCCCO)c1c(OC)cc(OC)cc1OC,ketal,*CCCO,*CCO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.164680480957031,0.885796070098877,0.0646804809570316,TRUE,3.333098659469141,4.803900000000004,run_01
TS0188,188,C=CCCCOC(CCCCCCCCCC)(OC)OCCNC(C)=O,orthoester,*CCNC(C)=O,*CCCC=C,*OC,*CCCCCCCCCC,6.16181755065918,0.6613134145736694,0.06181755065918004,TRUE,3.2943905161259064,4.952900000000004,run_01
TS0189,189,CCCCCCC(OCC)(OCCOC)c1ccc(N(C)C)cc1,ketal,*CCOC,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.161789894104004,0.5421580672264099,0.06178989410400426,TRUE,3.0463218680207422,4.575300000000004,run_01
TS0190,190,CCCCCCCCCCC(OCC)(OCO)OC(C)C,orthoester,*C(C)C,*CO,*OCC,*CCCCCCCCCC,6.159680366516113,0.5947970151901245,0.059680366516113637,TRUE,3.3576374075319,4.598900000000004,run_01
TS0191,191,CCCCCCCCCCC(OCC)(OCN)OC(C)C,orthoester,*C(C)C,*CN,*OCC,*CCCCCCCCCC,6.15919828414917,0.5858174562454224,0.05919828414917028,TRUE,3.375589662173809,4.565300000000003,run_01
TS0192,192,CCCCCCCCCCC(OCCC)(OCCCO)OCOC,orthoester,*CCCO,*COC,*OCCC,*CCCCCCCCCC,6.1571149826049805,0.5397986173629761,0.057114982604980824,TRUE,3.287712571741955,4.617100000000005,run_01
TS0193,193,CCCCCCC(OCCC)(OCCCN)c1ccc(N(C)C)cc1,ketal,*CCCN,*CCC,*c1ccc(N(C)C)cc1,*CCCCCC,6.156881332397461,0.5529527068138123,0.05688133239746129,TRUE,3.1535277136894084,4.667800000000004,run_01
TS0194,194,CCCCCCC(OCC)(OCCCN)c1ccc(N(C)C)cc1,ketal,*CCCN,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.156469345092773,0.5525490641593933,0.05646934509277379,TRUE,3.111900972498355,4.277700000000003,run_01
TS0195,195,CCCCCCCCCCC(OC)(OC)OCCNC(C)=O,orthoester,*CCNC(C)=O,*C,*OC,*CCCCCCCCCC,6.15505838394165,0.650353193283081,0.055058383941650746,TRUE,2.657190696404916,3.616500000000002,run_05
TS0196,196,CCCCCCC(OCC)(OCCN)c1ccc(N(C)C)cc1,ketal,*CCN,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.153661727905273,0.5225863456726074,0.05366172790527379,TRUE,3.130547170816269,3.8876000000000026,run_01
TS0197,197,CCCCCCCCCCC(OCCC)(OCCOCCN)OC(=O)CC,orthoester,*CCOCCN,*C(=O)CC,*OCCC,*CCCCCCCCCC,6.153347969055176,0.6833343505859375,0.053347969055176137,TRUE,3.338355146117704,4.542700000000003,run_01
TS0198,198,CCCCCCC(OCC)(OCF)c1ccc(N(C)C)cc1,ketal,*CF,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.148791313171387,0.4018066227436065,0.048791313171387074,TRUE,3.1857217622801377,4.8559000000000045,run_01
TS0199,199,CCCCCCC(OCCC)(OCCOCCN)c1ccc(N(C)C)cc1,ketal,*CCOCCN,*CCC,*c1ccc(N(C)C)cc1,*CCCCCC,6.142979621887207,0.6137092709541321,0.042979621887207387,TRUE,3.2269081825549515,4.294300000000003,run_02
TS0200,200,CCCCCCCCCCC(OCCO)(OCCO)c1c(OC)cc(OC)cc1OC,ketal,*CCO,*CCO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.141294479370117,0.8662238121032715,0.04129447937011754,TRUE,2.910200785830515,4.413800000000004,run_01
TS0201,201,COC(OC)(c1ccc(N(C)C)cc1)C(C)(C)C,ketal,*C,*C,*c1ccc(N(C)C)cc1,*C(C)(C)C,6.139040946960449,0.2046051919460296,0.039040946960449574,TRUE,2.696966653487824,3.2443000000000017,run_01
TS0202,202,CCCCCCCCCCC(OCCC)(OCCCN)OCNC,orthoester,*CCCN,*CNC,*OCCC,*CCCCCCCCCC,6.138795375823975,0.7314563393592834,0.038795375823974965,TRUE,3.456020716538336,4.156500000000002,run_01
TS0203,203,CCCCCCCCCCC(OCC)(OCCCCO)OC(=O)CC,orthoester,*CCCCO,*C(=O)CC,*OCC,*CCCCCCCCCC,6.137945652008057,0.6799759268760681,0.037945652008056996,TRUE,3.207846175227869,4.949800000000006,run_02
TS0204,204,CCCCCCCCCCC(OCCC)(OCCCO)ONCC,orthoester,*CCCO,*NCC,*OCCC,*CCCCCCCCCC,6.13677453994751,0.685623288154602,0.03677453994751012,TRUE,3.447197865859602,4.537700000000004,run_05
TS0205,205,CCCCCCCCCCC(OC)(OCCNC(C)=O)OC(C)C,orthoester,*CCNC(C)=O,*C(C)C,*OC,*CCCCCCCCCC,6.136305809020996,0.5635659694671631,0.03630580902099645,TRUE,3.1746995112730128,4.395100000000003,run_01
TS0206,206,CCCOC(OCC)(c1ccc(N(C)C)cc1)C(CC)CC,ketal,*CCC,*CC,*c1ccc(N(C)C)cc1,*C(CC)CC,6.1352715492248535,0.4089658558368683,0.03527154922485387,TRUE,3.313636428106115,4.804700000000005,run_02
TS0207,207,CCCCCCCCCCC(OCC)(OCCCCCCO)OCNC,orthoester,*CCCCCCO,*CNC,*OCC,*CCCCCCCCCC,6.135239601135254,0.7896562218666077,0.03523960113525426,TRUE,3.3569117703622293,4.970300000000005,run_06
TS0208,208,CCCCCCCCCCC(OCC)(OCCCN)OC(=O)CC,orthoester,*CCCN,*C(=O)CC,*OCC,*CCCCCCCCCC,6.13241720199585,0.6524561643600464,0.032417201995849965,TRUE,3.2481801917865294,4.526100000000003,run_03
TS0209,209,CCCCCCCCCCC(OCCC)(OCCNC(C)=O)OC(=O)CC,orthoester,*CCNC(C)=O,*C(=O)CC,*OCCC,*CCCCCCCCCC,6.128018379211426,0.6578257083892822,0.028018379211426137,TRUE,3.2432438019881493,4.703500000000004,run_06
TS0210,210,CCOC(OC)(c1ccc(N(C)C)cc1)C(C)(C)C,ketal,*CC,*C,*c1ccc(N(C)C)cc1,*C(C)(C)C,6.125640869140625,0.2769995033740997,0.025640869140625355,TRUE,3.1714052452131067,3.634400000000003,run_03
TS0211,211,CCCCCCCCCCC(OCCCN)(OCOC)OC(C)C,orthoester,*CCCN,*COC,*OC(C)C,*CCCCCCCCCC,6.125519752502441,0.5338770747184753,0.02551975250244176,TRUE,3.3664284122228096,4.581900000000004,run_01
TS0212,212,CCCCCCC(OCC)(OCCOCCN)c1ccc(N(C)C)cc1,ketal,*CCOCCN,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.124754428863525,0.6332922577857971,0.024754428863525746,TRUE,3.186303266389343,3.904200000000002,run_01
TS0213,213,CCCCCCC(OCCNC(C)=O)(OC(C)(C)C)c1ccc(N(C)C)cc1,ketal,*CCNC(C)=O,*C(C)(C)C,*c1ccc(N(C)C)cc1,*CCCCCC,6.124411582946777,0.5807241201400757,0.0244115829467777,TRUE,3.1909211418978103,4.843600000000005,run_02
TS0214,214,C=CCCCOC(CCCCCC)(OCCOCCN)c1ccc(N(C)C)cc1,ketal,*CCOCCN,*CCCC=C,*c1ccc(N(C)C)cc1,*CCCCCC,6.124067306518555,0.6285796165466309,0.024067306518555043,TRUE,3.370447542159159,4.850500000000004,run_01
TS0215,215,CCCCCCCCCCC(OCCC)(OCCOC)OCOC,orthoester,*CCOC,*COC,*OCCC,*CCCCCCCCCC,6.1199445724487305,0.5193320512771606,0.019944572448730824,TRUE,3.249588816085847,4.881100000000004,run_06
TS0216,216,C=CC(=O)NCCOCCOC(CCCCCC)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*CCOCCNC(=O)C=C,*C(C)C,*c1ccc(N(C)C)cc1,*CCCCCC,6.116110324859619,0.6547788381576538,0.016110324859619496,TRUE,3.3787173290834733,4.636200000000004,run_02
TS0217,217,CCCCCCCCCCC(OCC)(OCCOCCN)OSCC,orthoester,*CCOCCN,*SCC,*OCC,*CCCCCCCCCC,6.11124324798584,0.6646190285682678,0.011243247985840199,TRUE,3.5553848596420465,4.884100000000004,run_06
TS0218,218,CCCCCCC(OC)(OCO)c1ccc(N(C)C)cc1,ketal,*CO,*C,*c1ccc(N(C)C)cc1,*CCCCCC,6.110794544219971,0.4634121656417846,0.010794544219971058,TRUE,3.1469896621738087,3.4886000000000026,run_05
TS0219,219,CCCCCCCCCCC(OCCCCO)(ONCC)OC(C)C,orthoester,*CCCCO,*NCC,*OC(C)C,*CCCCCCCCCC,6.1107282638549805,0.6909005641937256,0.010728263854980824,TRUE,3.4586771642388587,4.926200000000004,run_03
TS0220,220,CCCCCCCCCCC(OC)(OCCO)OCC(C)(C)C,orthoester,*CC(C)(C)C,*CCO,*OC,*CCCCCCCCCC,6.109708309173584,0.761737048625946,0.00970830917358434,TRUE,3.3351131735635224,4.889000000000005,run_01
TS0221,221,CCCCCCCCCCC(OC)(OCN)OCC(C)(C)C,orthoester,*CC(C)(C)C,*CN,*OC,*CCCCCCCCCC,6.107152462005615,0.7407215237617493,0.00715246200561559,TRUE,3.467644889644577,4.812900000000004,run_01
TS0222,222,CCCCCCCCCCC(OC)(OCO)OCC(C)(C)C,orthoester,*CC(C)(C)C,*CO,*OC,*CCCCCCCCCC,6.105604648590088,0.7601120471954346,0.005604648590088246,TRUE,3.450291043490731,4.846500000000004,run_01
TS0223,223,CCOC(OC(C)(C)C)(c1ccc(N(C)C)cc1)C(C)(C)C,ketal,*C(C)(C)C,*CC,*c1ccc(N(C)C)cc1,*C(C)(C)C,6.104946613311768,0.3328297734260559,0.004946613311767933,TRUE,3.280771367377371,4.803100000000005,run_02
TS0224,224,CCCCCCC(OCC)(OCCCO)c1ccc(N(C)C)cc1,ketal,*CCCO,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.104353427886963,0.5456777811050415,0.004353427886963246,TRUE,3.0850146349553,4.311300000000004,run_03
TS0225,225,CCCCCCCCCCC(OCCCO)(OC(=O)CC)OC(C)C,orthoester,*CCCO,*C(=O)CC,*OC(C)C,*CCCCCCCCCC,6.104083061218262,0.5622034072875977,0.004083061218262074,TRUE,3.2806024676311187,4.948200000000005,run_01
