Candidate_ID,Rank,SMILES,Molecule_class,R1_SMILES,R2_SMILES,R3_SMILES,R4_SMILES,Predicted_log_kH,Prediction_uncertainty,SA_score,logP,Discovery_stage
HTS000018,120,C=CC(=O)NCCOC(CCCCCCCCCC)(OCC)OCCC,orthoester,C=CC(=O)NCC*,CCC*,CCO*,CCCCCCCCCC*,6.3031237,0.7130213085232278,3.3108162274009327,4.952900000000005,HTS
TS0103,121,COC(OC(C)(C)C)(c1ccc(N(C)C)cc1)C1CCCCC1,ketal,*C(C)(C)C,*C,*c1ccc(N(C)C)cc1,*C1CCCCC1,6.302817344665527,0.4549450576305389,3.193396690047039,4.947200000000005,Targeted_search
TS0104,122,CCCCCCC(OCC)(OCNC)c1ccc(N(C)C)cc1,ketal,*CNC,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.301201343536377,0.5058138370513916,3.2636108727393456,4.105800000000003,Targeted_search
TS0105,123,CCCCCCCCCCC(OC)(OC)OCOC,orthoester,*COC,*C,*OC,*CCCCCCCCCC,6.301154136657715,0.432704210281372,2.7360933557161005,4.084300000000003,Targeted_search
TS0106,124,CCCCCCCCCCC(OC)(OC)OCF,orthoester,*CF,*C,*OC,*CCCCCCCCCC,6.2996039390563965,0.4867779612541199,2.841788349068837,4.407400000000004,Targeted_search
TS0107,125,CCCCCCCCCCC(OCCN)(OCCNC(=O)OC)c1c(OC)cc(OC)cc1OC,ketal,*CCNC(=O)OC,*CCN,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.296764850616455,0.8850234746932983,3.413961403724384,4.743900000000004,Targeted_search
TS0108,126,CCCCCCC(OC)(OCN)c1ccc(N(C)C)cc1,ketal,*CN,*C,*c1ccc(N(C)C)cc1,*CCCCCC,6.2922773361206055,0.4796073138713836,3.1649419168157182,3.455000000000002,Targeted_search
TS0109,127,CCCCCCCCCCC(OC)(OCCCO)OC(C)C,orthoester,*CCCO,*C(C)C,*OC,*CCCCCCCCCC,6.288281440734863,0.5193310976028442,3.193257701750504,4.641400000000004,Targeted_search
TS0110,128,CCCCCCCCCCC(OCCN)(OCCNC(C)=O)c1c(OC)cc(OC)cc1OC,ketal,*CCNC(C)=O,*CCN,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.288099765777588,0.9155115485191344,3.378896309091364,4.524000000000004,Targeted_search
TS0111,129,CCOC(OC)(c1ccc(N(C)C)cc1)C1CCCCC1,ketal,*CC,*C,*c1ccc(N(C)C)cc1,*C1CCCCC1,6.285851001739502,0.3978616297245025,3.129897147674865,4.168600000000004,Targeted_search
