Candidate_ID,Rank,SMILES,Molecule_class,R1_SMILES,R2_SMILES,R3_SMILES,R4_SMILES,Predicted_log_kH,Prediction_uncertainty,SA_score,logP,Discovery_stage
TS0112,130,CCCCCCCCCCC(OC)(OC)OCCCO,orthoester,*CCCO,*C,*OC,*CCCCCCCCCC,6.284629821777344,0.584517776966095,2.6800259602266028,3.862800000000003,Targeted_search
HTS000019,131,C=CC(=O)NCCOCCOC(CCCCCCCCCC)(OCC)OCC,orthoester,C=CC(=O)NCCOCC*,CC*,O(CC)*,CCCCCCCCCC*,6.28370058,0.8491273166823203,2.921696541741534,4.579400000000003,HTS
TS0113,132,CCCOC(OCC)(c1ccc(N(C)C)cc1)C1CCCCC1,ketal,*CCC,*CC,*c1ccc(N(C)C)cc1,*C1CCCCC1,6.281965732574463,0.4212388396263122,3.198867222591417,4.948800000000005,Targeted_search
TS0114,133,C=CC(=O)NCCOC(CCCCCCCCCC)(OCCN)c1c(OC)cc(OC)cc1OC,ketal,*CCNC(=O)C=C,*CCN,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.28159761428833,0.9414585828781128,3.500841780490476,4.690100000000004,Targeted_search
TS0115,134,CCOC(OCC)(c1ccc(N(C)C)cc1)C1CCCCC1,ketal,*CC,*CC,*c1ccc(N(C)C)cc1,*C1CCCCC1,6.281465530395508,0.3986684679985046,2.762441967608593,4.558700000000004,Targeted_search
HTS000020,135,C=CC(=O)NCCOCCOC(CCCCCCCCCC)(OCC)OC(C)C,orthoester,C=CC(=O)NCCOCC*,C(C)(C)*,CCO*,CCCCCCCCCC*,6.280757759999999,0.7481166576783667,3.4094261120987053,4.967900000000005,HTS
TS0116,136,CCCCCCCCCCC(OCCO)(OCCCN)c1c(OC)cc(OC)cc1OC,ketal,*CCCN,*CCO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.279134750366211,0.935716986656189,3.353114044084526,4.770300000000003,Targeted_search
TS0117,137,CCCCCCC(OCCN)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*CCN,*C(C)C,*c1ccc(N(C)C)cc1,*CCCCCC,6.278408050537109,0.5220309495925903,3.214811399384901,4.276100000000003,Targeted_search
TS0118,138,CCCCCCCCCCC(OC)(OC)OCCO,orthoester,*CCO,*C,*OC,*CCCCCCCCCC,6.275314807891846,0.5241908431053162,2.7002083049178403,3.472700000000003,Targeted_search
HTS000021,139,CCCCCCCCCCC(OC)(OCCOC)OC(C)C,orthoester,C(COC)*,C(C)(C)*,CO*,CCCCCCCCCC*,6.26811988,0.4439336883824132,3.1507590888879555,4.905400000000005,HTS
TS0119,140,CCCCCCC(OCCCN)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*CCCN,*C(C)C,*c1ccc(N(C)C)cc1,*CCCCCC,6.266732692718506,0.5531281232833862,3.195442601410382,4.666200000000004,Targeted_search
TS0120,141,CCCCCC(OC)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*C(C)C,*C,*c1ccc(N(C)C)cc1,*CCCCC,6.266362190246582,0.4079688787460327,3.041808229813066,4.557100000000005,Targeted_search
TS0121,142,CCOC(OC)(c1ccc(N(C)C)cc1)C(CC)CC,ketal,*CC,*C,*c1ccc(N(C)C)cc1,*C(CC)CC,6.265069961547852,0.4054239690303802,3.2447419432338727,4.024500000000003,Targeted_search
HTS000022,143,C=CC(=O)NCCOC(CCCCCCCCCC)(OCC)OC(C)C,orthoester,C(CNC(=O)C=C)*,C(C)(C)*,CCO*,CCCCCCCCCC*,6.26271458,0.6672315932286191,3.3585479449984046,4.951300000000004,HTS
TS0122,144,CCCCCCCCCCC(OC)(OCCO)OC(C)C,orthoester,*CCO,*C(C)C,*OC,*CCCCCCCCCC,6.262564182281494,0.4411519169807434,3.2106819698661173,4.251300000000003,Targeted_search
TS0123,145,CCCCCCC(OC)(ONCC)c1ccc(N(C)C)cc1,ketal,*NCC,*C,*c1ccc(N(C)C)cc1,*CCCCCC,6.262126445770264,0.4859550893306732,3.229427941346973,4.063300000000004,Targeted_search
TS0124,146,CCCCCCC(OCCOC)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*CCOC,*C(C)C,*c1ccc(N(C)C)cc1,*CCCCCC,6.2600579261779785,0.5427493453025818,3.1317643405408173,4.963800000000005,Targeted_search
TS0125,147,CCCCCCC(OCCOCCN)(OC(C)(C)C)c1ccc(N(C)C)cc1,ketal,*CCOCCN,*C(C)(C)C,*c1ccc(N(C)C)cc1,*CCCCCC,6.259676456451416,0.6265203952789307,3.285868657540064,4.682800000000004,Targeted_search
TS0126,148,CCCOC(OC)(c1ccc(N(C)C)cc1)C1CCCCC1,ketal,*CCC,*C,*c1ccc(N(C)C)cc1,*C1CCCCC1,6.2572197914123535,0.4255644083023071,3.149760423143336,4.558700000000004,Targeted_search
TS0127,149,CCCCCCCCCCC(OC)(OCOC)OC(C)C,orthoester,*COC,*C(C)C,*OC,*CCCCCCCCCC,6.256997108459473,0.3352668285369873,3.2434734818024555,4.862900000000004,Targeted_search
HTS000023,150,CCCCCCCCCCC(OC)(OC)OCCF,orthoester,FCC*,C*,CO*,CCCCCCCCCC*,6.255182280000001,0.5239586876380213,2.860789727269076,4.449900000000004,HTS
TS0128,151,CCCCCC(OCC)(OCCC)c1ccc(N(C)C)cc1,ketal,*CCC,*CC,*c1ccc(N(C)C)cc1,*CCCCC,6.253688335418701,0.4157220125198364,3.036158332267528,4.948800000000005,Targeted_search
TS0129,152,CCOC(CC(C)(C)C)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*C(C)C,*CC,*c1ccc(N(C)C)cc1,*CC(C)(C)C,6.253098487854004,0.3997159600257873,3.218838099193648,4.803100000000005,Targeted_search
HTS000024,153,CCCCCCCCCCC(OC)(OCC)OCCOCCN,orthoester,C(COCCN)*,C(C)*,CO*,CCCCCCCCCC*,6.25129664,0.7328539267209355,3.223302488863607,3.8458000000000014,HTS
HTS000025,154,CCCCCCCCCCC(OC)(OCCC)OCCOCCN,orthoester,C(COCCN)*,C(CC)*,CO*,CCCCCCCCCC*,6.24909622,0.6671944437884011,3.249081802511188,4.235900000000003,HTS
TS0130,155,CCCCCCCCCCC(OC)(OCC)OCCNC(C)=O,orthoester,*CCNC(C)=O,*CC,*OC,*CCCCCCCCCC,6.249073505401611,0.692014217376709,3.111889478508578,4.006600000000002,Targeted_search
TS0131,156,CCCCCCCCCCC(OCC)(OCO)OCCC,orthoester,*CCC,*CO,*OCC,*CCCCCCCCCC,6.2469801902771,0.6721159219741821,3.296133132029494,4.600500000000004,Targeted_search
TS0132,157,CCCCCCCCCCC(OCO)(OCCNC(C)=O)c1c(OC)cc(OC)cc1OC,ketal,*CCNC(C)=O,*CO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.245759963989258,0.8814039826393127,3.398795955782361,4.515100000000003,Targeted_search
TS0133,158,COC(CC(C)(C)C)(OC(C)(C)C)c1ccc(N(C)C)cc1,ketal,*C(C)(C)C,*C,*c1ccc(N(C)C)cc1,*CC(C)(C)C,6.242239952087402,0.4423385560512543,3.195367318794375,4.803100000000005,Targeted_search
TS0134,159,CCCCCCCCCCC(OCCN)(OCCCO)c1c(OC)cc(OC)cc1OC,ketal,*CCCO,*CCN,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.241235733032227,0.9272149205207824,3.3621263517768343,4.770300000000003,Targeted_search
TS0135,160,CCCCCC(OC)(OC)c1ccc(N(C)C)cc1,ketal,*C,*C,*c1ccc(N(C)C)cc1,*CCCCC,6.241126537322998,0.3646541237831116,2.4428779376073564,3.778500000000003,Targeted_search
HTS000026,161,CCCCCCCCCCC(OC)(OCCOCCN)OC(C)(C)C,orthoester,C(COCCN)*,C(C)(C)(C)*,CO*,CCCCCCCCCC*,6.24056834,0.6368876341208755,3.29746668167794,4.624400000000003,HTS
TS0136,162,CCCCCC(OCC)(OCC)c1ccc(N(C)C)cc1,ketal,*CC,*CC,*c1ccc(N(C)C)cc1,*CCCCC,6.239105701446533,0.400210827589035,2.57517836844278,4.558700000000004,Targeted_search
TS0137,163,CCCCCCCCCCC(OCN)(OCCOC)c1c(OC)cc(OC)cc1OC,ketal,*CCOC,*CN,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.239081859588623,0.9303314089775084,3.3691818408347523,4.991800000000004,Targeted_search
TS0138,164,CCCCCCC(OCC)(OCCOCC)c1ccc(N(C)C)cc1,ketal,*CCOCC,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.238869667053223,0.5623694658279419,3.0791896917113863,4.965400000000005,Targeted_search
TS0139,165,CCCCCC(OC)(OC(C)(C)C)c1ccc(N(C)C)cc1,ketal,*C(C)(C)C,*C,*c1ccc(N(C)C)cc1,*CCCCC,6.236780643463135,0.4402356147766113,3.058894224716284,4.947200000000005,Targeted_search
TS0140,166,CCCCCCCCCCC(OC)(OCCC)OCCNC(C)=O,orthoester,*CCNC(C)=O,*CCC,*OC,*CCCCCCCCCC,6.234281539916992,0.6405158042907715,3.142608435184922,4.396700000000004,Targeted_search
TS0141,167,CCCCCCC(OC)(OCNC)c1ccc(N(C)C)cc1,ketal,*CNC,*C,*c1ccc(N(C)C)cc1,*CCCCCC,6.234023094177246,0.4796644151210785,3.229559593301575,3.715700000000002,Targeted_search
TS0142,168,CCCCCCC(OC)(OOCCC)c1ccc(N(C)C)cc1,ketal,*OCCC,*C,*c1ccc(N(C)C)cc1,*CCCCCC,6.233664989471436,0.5329060554504395,3.168704141970116,4.880400000000005,Targeted_search
HTS000027,169,C=CCCCOC(CCCCCCCCCC)(OC)OCCOCCN,orthoester,C(COCCN)*,C(CCC=C)*,CO*,CCCCCCCCCC*,6.23125328,0.6848429451183838,3.3909770510275106,4.792100000000004,HTS
TS0143,170,CCC(CC)C(OC)(OC)c1ccc(N(C)C)cc1,ketal,*C,*C,*c1ccc(N(C)C)cc1,*C(CC)CC,6.230715274810791,0.3370993435382843,2.790529486510941,3.634400000000003,Targeted_search
TS0144,171,CCCCCCCCCCC(OCCC)(OCCCN)OCOC,orthoester,*CCCN,*COC,*OCCC,*CCCCCCCCCC,6.228993892669678,0.5770243406295776,3.3142035219682,4.583500000000004,Targeted_search
TS0145,172,CCCCCCCCCCC(OCCC)(OCCCCO)ONCC,orthoester,*CCCCO,*NCC,*OCCC,*CCCCCCCCCC,6.2262282371521,0.7497232556343079,3.424807828222762,4.927800000000005,Targeted_search
TS0146,173,CCCCCCC(OCCOCCN)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*CCOCCN,*C(C)C,*c1ccc(N(C)C)cc1,*CCCCCC,6.226007461547852,0.6154752969741821,3.26565426352661,4.292700000000004,Targeted_search
TS0147,174,CCC(CC)C(OC)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*C(C)C,*C,*c1ccc(N(C)C)cc1,*C(CC)CC,6.225194454193115,0.3977735638618469,3.311532955087793,4.413000000000004,Targeted_search
TS0148,175,CCOC(OC(C)C)(c1ccc(N(C)C)cc1)C(CC)CC,ketal,*C(C)C,*CC,*c1ccc(N(C)C)cc1,*C(CC)CC,6.225165367126465,0.3874684870243072,3.346347418979648,4.803100000000005,Targeted_search
TS0149,176,CCCCCC(OC)(OCC)c1ccc(N(C)C)cc1,ketal,*CC,*C,*c1ccc(N(C)C)cc1,*CCCCC,6.224276065826416,0.3954678177833557,2.946321523653454,4.168600000000003,Targeted_search
TS0150,177,CCCCCCCCCCC(OCCC)(OCCCO)OC(=O)CC,orthoester,*CCCO,*C(=O)CC,*OCCC,*CCCCCCCCCC,6.221102237701416,0.6104300618171692,3.2487932081949022,4.949800000000006,Targeted_search
HTS000028,178,CCCCCCCCCCC(OC)(OC)OCCCl,orthoester,ClCC*,C*,CO*,CCCCCCCCCC*,6.21940014,0.5657628295216913,2.78424923380028,4.719200000000004,HTS
TS0151,179,CCCCCCCCCCC(OCO)(OCCNC(=O)OC)c1c(OC)cc(OC)cc1OC,ketal,*CCNC(=O)OC,*CO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.219108581542969,0.8486324548721313,3.432131126905128,4.735000000000004,Targeted_search
TS0152,180,COC(CC(C)(C)C)(OC)c1ccc(N(C)C)cc1,ketal,*C,*C,*c1ccc(N(C)C)cc1,*CC(C)(C)C,6.215062141418457,0.3363614082336426,2.634722789678364,3.634400000000003,Targeted_search
HTS000029,181,CCCCCCCCCCC(OCC)(OCC)OCCNC(=O)OC,orthoester,C(CNC(=O)OC)*,CC*,O(CC)*,CCCCCCCCCC*,6.214451540000001,0.7624253086230273,2.7458989284843334,4.616600000000004,HTS
TS0153,182,CCCCCCCCCCC(OCCN)(OCCO)c1c(OC)cc(OC)cc1OC,ketal,*CCO,*CCN,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.21434211730957,0.901783287525177,3.3570401962724183,4.380200000000003,Targeted_search
TS0154,183,CCCOC(OC)(c1ccc(N(C)C)cc1)C(CC)CC,ketal,*CCC,*C,*c1ccc(N(C)C)cc1,*C(CC)CC,6.213912963867188,0.4283382594585418,3.277212278396062,4.4146000000000045,Targeted_search
TS0155,184,CCCCCCCCCCC(OCCO)(OCCNC(=O)OC)c1c(OC)cc(OC)cc1OC,ketal,*CCNC(=O)OC,*CCO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.213764190673828,0.8413879871368408,3.3873033189520143,4.777500000000004,Targeted_search
TS0156,185,CCCCCCCCCCC(OCC)(OCN)OC(C)(C)C,orthoester,*C(C)(C)C,*CN,*OCC,*CCCCCCCCCC,6.212202072143555,0.6930288672447205,3.3817387357984234,4.9554000000000045,Targeted_search
TS0157,186,CCCCCCCCCCC(OCC)(OCO)OC(C)(C)C,orthoester,*C(C)(C)C,*CO,*OCC,*CCCCCCCCCC,6.211198329925537,0.7066503167152405,3.364384889644577,4.989000000000005,Targeted_search
TS0158,187,C=CC(=O)NCCOC(CCCCCCCCCC)(OCO)c1c(OC)cc(OC)cc1OC,ketal,*CCNC(=O)C=C,*CO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.210267066955566,0.8878158926963806,3.521755094516464,4.681200000000004,Targeted_search
TS0159,188,COC(CC(C)(C)C)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*C(C)C,*C,*c1ccc(N(C)C)cc1,*CC(C)(C)C,6.209969997406006,0.4067310392856598,3.183656621421457,4.413000000000004,Targeted_search
TS0160,189,CCCCCCCCCCC(OCC)(OCN)OCCC,orthoester,*CCC,*CN,*OCC,*CCCCCCCCCC,6.2098002433776855,0.649764895439148,3.313781111168998,4.566900000000003,Targeted_search
TS0161,190,CCCCCC(OC)(OCCC)c1ccc(N(C)C)cc1,ketal,*CCC,*C,*c1ccc(N(C)C)cc1,*CCCCC,6.208618640899658,0.4138600528240204,2.991876930078318,4.558700000000004,Targeted_search
TS0162,191,CCCCCCCCCCC(OC)(OCCNC(C)=O)OC(C)(C)C,orthoester,*CCNC(C)=O,*C(C)(C)C,*OC,*CCCCCCCCCC,6.208541870117188,0.6180063486099243,3.1928389224806164,4.785200000000004,Targeted_search
TS0163,192,CCCCCCC(OCCCO)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*CCCO,*C(C)C,*c1ccc(N(C)C)cc1,*CCCCCC,6.207023143768311,0.5427202582359314,3.1693355779990107,4.699800000000004,Targeted_search
TS0164,193,CCCCCCCCCCC(OCCO)(OCCNC(C)=O)c1c(OC)cc(OC)cc1OC,ketal,*CCNC(C)=O,*CCO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.206574440002441,0.878188967704773,3.351396390063023,4.557600000000003,Targeted_search
TS0165,194,COC(OCC(C)(C)C)(c1ccc(N(C)C)cc1)C(C)(C)C,ketal,*CC(C)(C)C,*C,*c1ccc(N(C)C)cc1,*C(C)(C)C,6.202018737792969,0.375975102186203,3.325725213531217,4.660600000000004,Targeted_search
TS0166,195,CCCCCCC(OCCC)(OCCOC)c1ccc(N(C)C)cc1,ketal,*CCOC,*CCC,*c1ccc(N(C)C)cc1,*CCCCCC,6.200277805328369,0.5439072251319885,3.0907591422608363,4.965400000000005,Targeted_search
TS0167,196,CCCCCCCCCCC(OCO)(OCCCO)c1c(OC)cc(OC)cc1OC,ketal,*CCCO,*CO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.1940598487854,0.8979998826980591,3.387011549057565,4.7614000000000045,Targeted_search
TS0168,197,CCC(CC)C(OC)(OC(C)(C)C)c1ccc(N(C)C)cc1,ketal,*C(C)(C)C,*C,*c1ccc(N(C)C)cc1,*C(CC)CC,6.189672470092773,0.4217104911804199,3.319122449326274,4.803100000000005,Targeted_search
TS0169,198,CCOC(CC(C)(C)C)(OC)c1ccc(N(C)C)cc1,ketal,*CC,*C,*c1ccc(N(C)C)cc1,*CC(C)(C)C,6.183431148529053,0.3832907974720001,3.0909796790829294,4.024500000000003,Targeted_search
TS0170,199,CCCCCCCCCCC(OCCC)(OCCCN)ONCC,orthoester,*CCCN,*NCC,*OCCC,*CCCCCCCCCC,6.182846546173096,0.7214220762252808,3.473688816085847,4.504100000000003,Targeted_search
TS0171,200,CCCCCCC(OCC)(OCO)c1ccc(N(C)C)cc1,ketal,*CO,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.182610511779785,0.4807339906692505,3.183642569341929,3.878700000000003,Targeted_search
TS0172,201,CCCCCCCCCCC(OCCCN)(OC(=O)CC)OC(C)C,orthoester,*CCCN,*C(=O)CC,*OC(C)C,*CCCCCCCCCC,6.181977272033691,0.6074818968772888,3.306709491042489,4.914600000000004,Targeted_search
TS0173,202,C=CC(=O)NCCOC(CCCCCCCCCC)(OCCO)c1c(OC)cc(OC)cc1OC,ketal,*CCNC(=O)C=C,*CCO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.181939601898193,0.8893481492996216,3.4741836957181054,4.7237000000000045,Targeted_search
TS0174,203,CCOC(OCC)(c1ccc(N(C)C)cc1)C(CC)CC,ketal,*CC,*CC,*c1ccc(N(C)C)cc1,*C(CC)CC,6.1796698570251465,0.403238296508789,2.864669531363342,4.4146000000000045,Targeted_search
TS0175,204,CCCCCCCCCCC(OC)(OC)OCCBr,orthoester,*CCBr,*C,*OC,*CCCCCCCCCC,6.179047584533691,0.6092255711555481,2.835790888372122,4.875300000000005,Targeted_search
TS0176,205,CCCOC(CC(C)(C)C)(OCC)c1ccc(N(C)C)cc1,ketal,*CCC,*CC,*c1ccc(N(C)C)cc1,*CC(C)(C)C,6.178183555603027,0.400911808013916,3.1672345115480978,4.804700000000005,Targeted_search
TS0177,206,CCCCCCC(OCCO)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*CCO,*C(C)C,*c1ccc(N(C)C)cc1,*CCCCCC,6.177803993225098,0.5093497633934021,3.1752281826016846,4.309700000000004,Targeted_search
TS0178,207,CCCCCCCCCCC(OCO)(OCCO)c1c(OC)cc(OC)cc1OC,ketal,*CCO,*CO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.1773681640625,0.8836585879325867,3.3850847959652413,4.371300000000003,Targeted_search
TS0179,208,CCCOC(CC(C)(C)C)(OC)c1ccc(N(C)C)cc1,ketal,*CCC,*C,*c1ccc(N(C)C)cc1,*CC(C)(C)C,6.1759233474731445,0.4106122255325317,3.1294090539888906,4.4146000000000045,Targeted_search
TS0180,209,CCCCCCC(OC)(OCCOCC)c1ccc(N(C)C)cc1,ketal,*CCOCC,*C,*c1ccc(N(C)C)cc1,*CCCCCC,6.173588752746582,0.5642119646072388,3.0341372526361265,4.575300000000004,Targeted_search
TS0181,210,CCOC(CC(C)(C)C)(OCC)c1ccc(N(C)C)cc1,ketal,*CC,*CC,*c1ccc(N(C)C)cc1,*CC(C)(C)C,6.173516273498535,0.3886876702308655,2.712714499553048,4.4146000000000045,Targeted_search
TS0182,211,CCCCCCC(OCCC)(OCCN)c1ccc(N(C)C)cc1,ketal,*CCN,*CCC,*c1ccc(N(C)C)cc1,*CCCCCC,6.171087741851807,0.519712507724762,3.1702924765167246,4.277700000000003,Targeted_search
TS0183,212,CCCCCCCCCCC(OCCC)(OCCCCO)OCNC,orthoester,*CCCCO,*CNC,*OCCC,*CCCCCCCCCC,6.170716285705566,0.7517663836479187,3.407886268092751,4.580200000000003,Targeted_search
TS0184,213,CCCCCCC(OCC)(OCCCCO)c1ccc(N(C)C)cc1,ketal,*CCCCO,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.168946266174316,0.5982357263565063,3.077407493909188,4.701400000000005,Targeted_search
TS0185,214,CCCCCCCCCCC(OCC)(OCCN)OC(C)(C)C,orthoester,*C(C)(C)C,*CCN,*OCC,*CCCCCCCCCC,6.168471336364746,0.7123897671699524,3.2947659208162694,4.997900000000004,Targeted_search
HTS000030,215,CCCCCCCCCCC(OC)(OCCOCCN)OC(C)C,orthoester,C(COCCN)*,C(C)(C)*,CO*,CCCCCCCCCC*,6.16584278,0.5860148664866086,3.2822830620505936,4.234300000000003,HTS
TS0186,216,CCCCCCC(OCCOCCN)(Oc1ccccc1)c1ccc(N(C)C)cc1,ketal,*CCOCCN,*c1ccccc1,*c1ccc(N(C)C)cc1,*CCCCCC,6.16496467590332,0.6674633622169495,3.063114491850752,4.946700000000004,Targeted_search
TS0187,217,CCCCCCCCCCC(OCCO)(OCCCO)c1c(OC)cc(OC)cc1OC,ketal,*CCCO,*CCO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.164680480957031,0.885796070098877,3.333098659469141,4.803900000000004,Targeted_search
TS0188,218,C=CCCCOC(CCCCCCCCCC)(OC)OCCNC(C)=O,orthoester,*CCNC(C)=O,*CCCC=C,*OC,*CCCCCCCCCC,6.16181755065918,0.6613134145736694,3.2943905161259064,4.952900000000004,Targeted_search
TS0189,219,CCCCCCC(OCC)(OCCOC)c1ccc(N(C)C)cc1,ketal,*CCOC,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.161789894104004,0.5421580672264099,3.0463218680207422,4.575300000000004,Targeted_search
HTS000031,220,CCCCCCCCCCC(OC)(OC)Oc1c(C(=O)O)cccc1C(=O)O,orthoester,c1(*)c(C(=O)O)cccc1C(=O)O,C*,CO*,CCCCCCCCCC*,6.1614926400000005,0.9342345798378447,2.667864287919407,4.939200000000004,HTS
HTS000032,221,C=CC(=O)NCCOCCOC(CCCCCCCCCC)(OC)OC(C)(C)C,orthoester,C=CC(=O)NCCOCC*,C(C)(C)(C)*,CO*,CCCCCCCCCC*,6.16126734,0.7194250005289239,3.395257992440584,4.967900000000005,HTS
TS0190,222,CCCCCCCCCCC(OCC)(OCO)OC(C)C,orthoester,*C(C)C,*CO,*OCC,*CCCCCCCCCC,6.159680366516113,0.5947970151901245,3.3576374075319,4.598900000000004,Targeted_search
TS0191,223,CCCCCCCCCCC(OCC)(OCN)OC(C)C,orthoester,*C(C)C,*CN,*OCC,*CCCCCCCCCC,6.15919828414917,0.5858174562454224,3.375589662173809,4.565300000000003,Targeted_search
HTS000033,224,C=CC(=O)NCCOCCOC(CCCCCCCCCC)(OC)OCC,orthoester,C=CC(=O)NCCOCC*,C(C)*,CO*,CCCCCCCCCC*,6.157992180000001,0.8417620398006849,3.320014457858595,4.189300000000003,HTS
TS0192,225,CCCCCCCCCCC(OCCC)(OCCCO)OCOC,orthoester,*CCCO,*COC,*OCCC,*CCCCCCCCCC,6.1571149826049805,0.5397986173629761,3.287712571741955,4.617100000000005,Targeted_search
TS0193,226,CCCCCCC(OCCC)(OCCCN)c1ccc(N(C)C)cc1,ketal,*CCCN,*CCC,*c1ccc(N(C)C)cc1,*CCCCCC,6.156881332397461,0.5529527068138123,3.1535277136894084,4.667800000000004,Targeted_search
TS0194,227,CCCCCCC(OCC)(OCCCN)c1ccc(N(C)C)cc1,ketal,*CCCN,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.156469345092773,0.5525490641593933,3.111900972498355,4.277700000000003,Targeted_search
TS0195,228,CCCCCCCCCCC(OC)(OC)OCCNC(C)=O,orthoester,*CCNC(C)=O,*C,*OC,*CCCCCCCCCC,6.15505838394165,0.650353193283081,2.657190696404916,3.616500000000002,Targeted_search
TS0196,229,CCCCCCC(OCC)(OCCN)c1ccc(N(C)C)cc1,ketal,*CCN,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.153661727905273,0.5225863456726074,3.130547170816269,3.8876000000000026,Targeted_search
TS0197,230,CCCCCCCCCCC(OCCC)(OCCOCCN)OC(=O)CC,orthoester,*CCOCCN,*C(=O)CC,*OCCC,*CCCCCCCCCC,6.153347969055176,0.6833343505859375,3.338355146117704,4.542700000000003,Targeted_search
HTS000034,231,C=CC(=O)NCCOCCOC(CCCCCCCCCC)(OC)OCCC,orthoester,C=CC(=O)NCCOCC*,C(CC)*,CO*,CCCCCCCCCC*,6.151402340000001,0.7651673765960088,3.348169817139957,4.579400000000003,HTS
HTS000035,232,C=CC(=O)NCCOC(CCCCCCCCCC)(OC)OCC,orthoester,C(CNC(=O)C=C)*,C(C)*,CO*,CCCCCCCCCC*,6.149156,0.7263907931725898,3.269827723359436,4.172700000000003,HTS
TS0198,233,CCCCCCC(OCC)(OCF)c1ccc(N(C)C)cc1,ketal,*CF,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.148791313171387,0.4018066227436065,3.1857217622801377,4.8559000000000045,Targeted_search
HTS000036,234,CCCCCCCCCCC(OC)(OC)OCCOCCN,orthoester,C(COCCN)*,C*,CO*,CCCCCCCCCC*,6.14504626,0.6975102883674493,2.7741419676085943,3.455700000000001,HTS
TS0199,235,CCCCCCC(OCCC)(OCCOCCN)c1ccc(N(C)C)cc1,ketal,*CCOCCN,*CCC,*c1ccc(N(C)C)cc1,*CCCCCC,6.142979621887207,0.6137092709541321,3.2269081825549515,4.294300000000003,Targeted_search
TS0200,236,CCCCCCCCCCC(OCCO)(OCCO)c1c(OC)cc(OC)cc1OC,ketal,*CCO,*CCO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.141294479370117,0.8662238121032715,2.910200785830515,4.413800000000004,Targeted_search
TS0201,237,COC(OC)(c1ccc(N(C)C)cc1)C(C)(C)C,ketal,*C,*C,*c1ccc(N(C)C)cc1,*C(C)(C)C,6.139040946960449,0.2046051919460296,2.696966653487824,3.2443000000000017,Targeted_search
TS0202,238,CCCCCCCCCCC(OCCC)(OCCCN)OCNC,orthoester,*CCCN,*CNC,*OCCC,*CCCCCCCCCC,6.138795375823975,0.7314563393592834,3.456020716538336,4.156500000000002,Targeted_search
TS0203,239,CCCCCCCCCCC(OCC)(OCCCCO)OC(=O)CC,orthoester,*CCCCO,*C(=O)CC,*OCC,*CCCCCCCCCC,6.137945652008057,0.6799759268760681,3.207846175227869,4.949800000000006,Targeted_search
TS0204,240,CCCCCCCCCCC(OCCC)(OCCCO)ONCC,orthoester,*CCCO,*NCC,*OCCC,*CCCCCCCCCC,6.13677453994751,0.685623288154602,3.447197865859602,4.537700000000004,Targeted_search
TS0205,241,CCCCCCCCCCC(OC)(OCCNC(C)=O)OC(C)C,orthoester,*CCNC(C)=O,*C(C)C,*OC,*CCCCCCCCCC,6.136305809020996,0.5635659694671631,3.1746995112730128,4.395100000000003,Targeted_search
TS0206,242,CCCOC(OCC)(c1ccc(N(C)C)cc1)C(CC)CC,ketal,*CCC,*CC,*c1ccc(N(C)C)cc1,*C(CC)CC,6.1352715492248535,0.4089658558368683,3.313636428106115,4.804700000000005,Targeted_search
TS0207,243,CCCCCCCCCCC(OCC)(OCCCCCCO)OCNC,orthoester,*CCCCCCO,*CNC,*OCC,*CCCCCCCCCC,6.135239601135254,0.7896562218666077,3.3569117703622293,4.970300000000005,Targeted_search
