Candidate_ID,Source_Molecule_ID,Rank,SMILES,Molecule_class,R1_SMILES,R2_SMILES,R3_SMILES,R4_SMILES,SA_score,logP,Predicted_log_kH,Prediction_uncertainty,High_value_flag,Beyond_limit_flag
HTS002698,virt_molwt_v1_full_0564456,2698,COCCOC(OCCOC)(c1ccc(N(C)C)cc1)C1CC1,ketal,COCC*,C(COC)*,c1(*)ccc(N(C)C)cc1,C1(*)CC1,2.852805878743064,2.641400000000001,4.49492592,0.2475093027873286,TRUE,FALSE
HTS002699,virt_molwt_v1_full_0151036,2699,C=C(C)C(=O)OCCCOC(OCC)(Oc1ccccc1)C(CC)CC,orthoester,C=C(C)C(=O)OCCC*,c1(*)ccccc1,CCO*,C(CC)(CC)*,3.3527998680753277,4.717900000000005,4.49475178,0.5507318277685443,TRUE,FALSE
HTS002700,virt_molwt_v1_full_0109671,2700,COC(CC(C)C)(OC(C)(C)C)OC(C)(C)C,orthoester,CC(C)(C)*,C(C)(C)(C)*,CO*,C(C(C)C)*,3.1654687796427545,3.962900000000003,4.49467632,0.4409622736024087,TRUE,FALSE
HTS002701,virt_molwt_v1_full_1379645,2701,CCCCCC(OC)(Oc1c(C)cccc1C(=O)O)c1ccc(O)cc1,ketal,c1(*)c(C)cccc1C(=O)O,C*,c1(*)ccc(O)cc1,CCCCC*,2.994590252690712,4.857320000000005,4.494428319999999,0.5229156670729742,TRUE,FALSE
HTS002702,virt_molwt_v1_full_0257916,2702,CN(C)c1ccc(C(OC2CCCCC2C(=O)O)(OC2CCCCC2C(=O)O)C2CC2)cc1,ketal,C1(*)CCCCC1C(=O)O,C1(*)CCCCC1C(=O)O,c1(*)ccc(N(C)C)cc1,C1(*)CC1,4.115276937689464,4.635400000000003,4.49442614,0.2996886489989542,TRUE,FALSE
HTS002703,virt_molwt_v1_full_0679208,2703,C=CCCCOC(CCCCC)(OCCOCCNC(=O)C=C)c1ccccc1,ketal,C=CC(=O)NCCOCC*,C(CCC=C)*,c1(*)ccccc1,CCCCC*,3.3545770749243653,4.737900000000004,4.49433442,0.4356326223712655,TRUE,FALSE
HTS002704,virt_molwt_v1_full_0607156,2704,CCCCC(OCC)(OCCC)OCCF,orthoester,FCC*,C(CC)*,CCO*,CCCC*,3.620091056757202,3.279600000000002,4.49417088,0.3126573534917826,TRUE,FALSE
HTS002705,virt_molwt_v1_full_0626055,2705,C=CC(=O)NCCOCCOC(OC)(OCC(C)(C)C)C(CC)CC,orthoester,C=CC(=O)NCCOCC*,CC(C)(C)C*,CO*,C(CC)(CC)*,3.820223652675794,3.1209000000000007,4.4939038,0.5146731983410872,TRUE,FALSE
HTS002706,virt_molwt_v1_full_0627363,2706,C=CCCCOC(OC)(OCC(C)(C)C)C(C)(C)C,orthoester,CC(C)(C)C*,C=CCCC*,CO*,C(C)(C)(C)*,3.768154526217815,4.378200000000004,4.49376514,0.4784212295242993,TRUE,FALSE
HTS002707,virt_molwt_v1_full_0015423,2707,CCCCCC(OC)(OCC)OCCOCCN,orthoester,C(COCCN)*,C(C)*,CO*,CCCCC*,3.373411419988196,1.8953,4.493730279999999,0.5337368981140966,TRUE,FALSE
HTS002708,virt_molwt_v1_full_0713436,2708,CN(C)c1ccc(C(OCCF)(OCCCCCCO)C2CC2)cc1,ketal,OCCCCCC*,FCC*,c1(*)ccc(N(C)C)cc1,C1(*)CC1,3.4306307906124847,3.870800000000002,4.49372908,0.3405239633264209,TRUE,FALSE
HTS002709,virt_molwt_v1_full_0887332,2709,CCOC(=O)C1CCCCC1OC(CC(C)C)(OCC)Oc1cccc(OC)c1,orthoester,CCOC(=O)C1CCCCC1*,c1(*)cccc(OC)c1,CCO*,C(C(C)C)*,3.719730892419772,4.948900000000005,4.4936563,0.5764360741679514,TRUE,FALSE
HTS002710,virt_molwt_v1_full_0264243,2710,CCCCCC(OC)(OCc1ccccc1)OC1CCCCC1C(=O)O,orthoester,C1(*)CCCCC1C(=O)O,C(c1ccccc1)*,CO*,CCCCC*,3.552883864150611,4.743700000000004,4.49348692,0.5024784731903544,TRUE,FALSE
HTS002711,virt_molwt_v1_full_0118383,2711,CCCCCC(OC)(OC1CCCCC1C(=O)OCC)OC(C)(C)C,orthoester,CCOC(=O)C1CCCCC1*,C(C)(C)(C)*,CO*,CCCCC*,3.831013034123957,4.8205000000000044,4.4933533,0.6286730137316473,TRUE,FALSE
HTS002712,virt_molwt_v1_full_0226699,2712,CCC(CC)C(OCCNC(=O)OC)(OC(C)C)c1ccc(C)cc1,ketal,C(CNC(=O)OC)*,C(C)(C)*,c1(*)ccc(C)cc1,C(CC)(CC)*,3.325837338770209,4.381620000000003,4.493280459999999,0.3947215627094601,TRUE,FALSE
HTS002713,virt_molwt_v1_full_1432685,2713,CCCCCC(OC)(Oc1c(C(=O)O)cccc1[N+](=O)[O-])c1ccc(O)cc1,ketal,c1(*)c(C(=O)O)cccc1[N+](=O)[O-],C*,c1(*)ccc(O)cc1,CCCCC*,3.120680445751852,4.457100000000004,4.49323384,0.3403691372201574,TRUE,FALSE
HTS002714,virt_molwt_v1_full_0219544,2714,CCOC(CC(C)(C)C)(OCCOC)OC(C)C,orthoester,C(COC)*,C(C)(C)*,CCO*,C(C(C)(C)C)*,3.513118169579032,3.2009000000000016,4.493222639999999,0.407176371012924,TRUE,FALSE
HTS002715,virt_molwt_v1_full_0095526,2715,C=CC(=O)NCCOCCOC(CC(C)(C)C)(OCCCl)c1ccc(OC)cc1,ketal,C=CC(=O)NCCOCC*,C(CCl)*,COc1ccc(*)cc1,C(C(C)(C)C)*,3.4290962616713543,3.875000000000002,4.49315938,0.4995551242395953,TRUE,FALSE
HTS002716,virt_molwt_v1_full_0622165,2716,CCOC(=O)C1CCCCC1OC(OCC(C)(C)C)c1ccc(N(C)C)cc1,acetal,CCOC(=O)C1CCCCC1*,CC(C)(C)C*,c1(*)ccc(N(C)C)cc1,[H],3.6936596405473336,4.952400000000005,4.4930556600000005,0.3272424411697274,TRUE,FALSE
HTS002717,virt_molwt_v1_full_0231552,2717,COc1cc(OC)c(C(OC(C)C)(OC2CCCCC2C(=O)O)C2CC2)c(OC)c1,ketal,C1(*)CCCCC1C(=O)O,C(C)(C)*,COc1cc(OC)c(*)c(OC)c1,C1(*)CC1,3.9577413378039257,4.360200000000003,4.49299248,0.1062925915458155,TRUE,FALSE
HTS002718,virt_molwt_v1_full_0917106,2718,CCCCCC(OCCCCCCNC(=O)C(F)(F)F)(OCCOCCN)c1ccc(OC)cc1,ketal,C(CCCCCNC(=O)C(F)(F)F)*,C(COCCN)*,COc1ccc(*)cc1,CCCCC*,3.343526866832705,4.675700000000004,4.49297998,0.4882100058162775,TRUE,FALSE
HTS002719,virt_molwt_v1_full_1353036,2719,COC(=O)c1cccc(C)c1OC(OC)(c1ccc(N(C)C)cc1)C1CC1,ketal,c1(*)c(C)cccc1C(=O)OC,C*,c1(*)ccc(N(C)C)cc1,C1(*)CC1,3.13780242153077,4.135820000000003,4.492958,0.3942967223225118,TRUE,FALSE
HTS002720,virt_molwt_v1_full_1300086,2720,CCCCCC(OC)(Oc1c(C(=O)OC)cccc1C(=O)OC)c1ccc(OC)cc1,ketal,c1(*)c(C(=O)OC)cccc1C(=O)OC,C*,COc1ccc(*)cc1,CCCCC*,2.982347024968984,4.726900000000005,4.4929375600000006,0.3416227161650617,TRUE,FALSE
HTS002721,virt_molwt_v1_full_0033127,2721,COC(CC(C)(C)C)(OCCCl)c1ccc(C)cc1,ketal,ClCC*,C*,c1(*)ccc(C)cc1,C(C(C)(C)C)*,3.184735724851116,4.485820000000004,4.49277412,0.3404440031588773,TRUE,FALSE
HTS002722,virt_molwt_v1_full_0052758,2722,CCC(CC)C(OC)(Oc1ccccc1C(=O)O)c1ccc(OC)cc1,ketal,O=C(O)c1ccccc1*,C*,COc1ccc(*)cc1,C(CC)(CC)*,2.9689383296137883,4.707800000000004,4.49242666,0.3807620087786258,TRUE,FALSE
HTS002723,virt_molwt_v1_full_0026996,2723,COC(CC(C)C)(OC)c1ccccc1,ketal,C*,C*,c1(*)ccccc1,C(C(C)C)*,2.4621571338132977,3.178300000000002,4.4922276,0.2297079905638198,TRUE,FALSE
HTS002724,virt_molwt_v1_full_0519795,2724,C=CC(=O)NCCOCCOC(CCCC)(OC)Oc1cccc(C)c1,orthoester,C=CC(=O)NCCOCC*,c1(*)cccc(C)c1,CO*,CCCC*,3.2554410956833344,3.199620000000001,4.49218644,0.4832688594400703,TRUE,FALSE
HTS002725,virt_molwt_v1_full_1350072,2725,COc1cc(OC)c(C(OCCF)(Oc2c(C(=O)O)cccc2C(=O)O)C2CC2)c(OC)c1,ketal,c1(*)c(C(=O)O)cccc1C(=O)O,FCC*,COc1cc(OC)c(*)c(OC)c1,C1(*)CC1,3.531661039394402,3.7367000000000026,4.49217946,0.4810777102624879,TRUE,FALSE
HTS002726,virt_molwt_v1_full_0023715,2726,CCCCC(OC)(OCC)OCCF,orthoester,FCC*,C(C)*,CO*,CCCC*,3.693426571591253,2.4994000000000005,4.49188346,0.32633651800471,TRUE,FALSE
HTS002727,virt_molwt_v1_full_0137776,2727,C=CC(=O)NCCOC(OCC)(Oc1ccccc1)C(CC)CC,orthoester,C(CNC(=O)C=C)*,c1(*)ccccc1,CCO*,C(CC)(CC)*,3.366170088457024,3.5107000000000017,4.491659199999999,0.4227840499211862,TRUE,FALSE
HTS002728,virt_molwt_v1_full_0137779,2728,C=CC(=O)NCCOC(Oc1ccccc1)(c1ccc(C)cc1)C(CC)CC,ketal,C(CNC(=O)C=C)*,c1(*)ccccc1,c1(*)ccc(C)cc1,C(CC)(CC)*,3.1868218132451185,4.981820000000005,4.49163474,0.4032516761964103,TRUE,FALSE
HTS002729,virt_molwt_v1_full_0569763,2729,CCCOC(CC(C)(C)C)(OC)OCCOC,orthoester,COCC*,CCC*,CO*,C(C(C)(C)C)*,3.4508004219906843,2.812400000000001,4.491569119999999,0.4602557197920712,TRUE,FALSE
HTS002730,virt_molwt_v1_full_0504375,2730,CCC(CC)C(OC)(OC)Oc1cccc(C)c1,orthoester,c1(*)cccc(C)c1,C*,CO*,C(CC)(CC)*,2.876223903228963,3.7566200000000025,4.49150922,0.6046352839325484,TRUE,FALSE
HTS002731,virt_molwt_v1_full_1341316,2731,CCOC(OCCOCCN)(Oc1c(C(=O)O)cccc1C(=O)O)C(CC)CC,orthoester,c1(*)c(C(=O)O)cccc1C(=O)O,C(COCCN)*,CCO*,C(CC)(CC)*,3.5372698424892697,2.5802000000000005,4.49143998,0.4711679319451246,TRUE,FALSE
HTS002732,virt_molwt_v1_full_0866943,2732,C=C(C)C(=O)OCCCOC(CC(C)(C)C)(OC)Oc1ccc(C)cc1,orthoester,C=C(C)C(=O)OCCC*,c1(*)ccc(C)cc1,CO*,C(C(C)(C)C)*,3.23021278016324,4.636220000000004,4.4914056,0.5780025663211542,TRUE,FALSE
HTS002733,virt_molwt_v1_full_0504243,2733,COC(CC(C)(C)C)(OC)Oc1cccc(C)c1,orthoester,c1(*)cccc(C)c1,C*,CO*,C(C(C)(C)C)*,2.638044272145761,3.7566200000000034,4.49139294,0.6525097793081192,TRUE,FALSE
HTS002734,virt_molwt_v1_full_0040100,2734,CCCCC(OC)(OCC(C)(C)C)c1ccccc1,ketal,C(C(C)(C)C)*,C*,c1(*)ccccc1,CCCC*,3.0547250913669526,4.738700000000005,4.491309460000001,0.4336054990800536,TRUE,FALSE
HTS002735,virt_molwt_v1_full_0129976,2735,CCOC(OCCF)(OC(C)(C)C)C(CC)CC,orthoester,C(C)(C)(C)*,FCC*,CCO*,C(CC)(CC)*,3.9494458291535,3.914100000000003,4.49127958,0.538047478260714,TRUE,FALSE
HTS002736,virt_molwt_v1_full_0891271,2736,C=CC(=O)NCCOCCOC(Oc1cccc(OC)c1)(c1ccc(C)cc1)c1ccc(N(C)C)cc1,ketal,C=CC(=O)NCCOCC*,c1(*)cccc(OC)c1,c1(*)ccc(N(C)C)cc1,c1(*)ccc(C)cc1,3.2243989166379565,4.685120000000004,4.4912391,0.7119401180912565,TRUE,FALSE
HTS002737,virt_molwt_v1_full_1345974,2737,COc1ccc(C(CC(C)C)(OCCCCCCO)Oc2c(C(=O)O)cccc2C(=O)O)cc1,ketal,c1(*)c(C(=O)O)cccc1C(=O)O,C(CCCCCO)*,COc1ccc(*)cc1,C(C(C)C)*,3.195604785273636,4.938800000000004,4.49112808,0.5273998125393805,TRUE,FALSE
HTS002738,virt_molwt_v1_full_0218096,2738,CC(C)CC(OC(C)C)(OC(C)C)c1ccccc1,ketal,CC(C)*,C(C)(C)*,c1(*)ccccc1,C(C(C)C)*,2.7465747353797205,4.7355000000000045,4.491008580000001,0.3391085367803966,TRUE,FALSE
HTS002739,virt_molwt_v1_full_0228363,2739,C=CC(=O)NCCOCCOC(CCCCC)(OC)OC(C)C,orthoester,C=CC(=O)NCCOCC*,C(C)(C)*,CO*,CCCCC*,3.460038448288797,2.6273,4.49088782,0.4959815657742711,TRUE,FALSE
HTS002740,virt_molwt_v1_full_0371526,2740,COc1ccc(OC(OC)(c2ccc(OC)cc2)C(C)(C)C)cc1,ketal,c1(*)ccc(OC)cc1,C*,COc1ccc(*)cc1,C(C)(C)(C)*,2.738423986797489,4.628100000000004,4.49069,0.5431928238794765,TRUE,FALSE
HTS002741,virt_molwt_v1_full_0219788,2741,CCCCCC(OCCOC)(OC(C)C)c1ccccc1,ketal,C(COC)*,C(C)(C)*,c1(*)ccccc1,CCCCC*,2.9952655961755177,4.507700000000004,4.49061846,0.3867178970261893,TRUE,FALSE
HTS002742,virt_molwt_v1_full_1380184,2742,CCOC(CC(C)(C)C)(OCC)Oc1c(C)cccc1C(=O)O,orthoester,c1(*)c(C)cccc1C(=O)O,CC*,CCO*,C(C(C)(C)C)*,2.8700335939069994,4.235020000000003,4.49058896,0.646443325573166,TRUE,FALSE
HTS002743,virt_molwt_v1_full_1278936,2743,CC(C)OC(Oc1ccc(C(=O)O)cc1)(c1ccc(N(C)C)cc1)C1CC1,ketal,c1(*)ccc(C(=O)O)cc1,CC(C)*,c1(*)ccc(N(C)C)cc1,C1(*)CC1,3.0504032531316003,4.517600000000004,4.49058692,0.2896931167766152,TRUE,FALSE
HTS002744,virt_molwt_v1_full_0508925,2744,C=CC(=O)NCCOC(CC(C)(C)C)(Oc1cccc(C)c1)c1ccc(O)cc1,ketal,C(CNC(=O)C=C)*,c1(*)cccc(C)c1,c1(*)ccc(O)cc1,C(C(C)(C)C)*,3.241434146286738,4.687420000000005,4.4905854,0.5548420510293324,TRUE,FALSE
HTS002745,virt_molwt_v1_full_1343403,2745,C=CCCCOC(OC)(Oc1c(C(=O)O)cccc1C(=O)O)C(C)(C)C,orthoester,c1(*)c(C(=O)O)cccc1C(=O)O,C=CCCC*,CO*,C(C)(C)(C)*,3.432198781118805,3.7909000000000015,4.49056094,0.5690657700985277,TRUE,FALSE
HTS002746,virt_molwt_v1_full_0892046,2746,C=C(C)C(=O)OCCOC(C)(Oc1cccc(OC)c1)c1ccc(N(C)C)cc1,ketal,C=C(C)C(=O)OCC*,c1(*)cccc(OC)c1,c1(*)ccc(N(C)C)cc1,C*,3.1222793385944296,4.148800000000003,4.49037404,0.398760182288837,TRUE,FALSE
HTS002747,virt_molwt_v1_full_1329606,2747,COc1ccc(C(Oc2c(C(=O)O)cccc2C(=O)O)(OC(C)(C)C)C(C)C)cc1,ketal,c1(*)c(C(=O)O)cccc1C(=O)O,CC(C)(C)*,COc1ccc(*)cc1,C(C)(C)*,3.1445644113498563,4.794500000000005,4.490333080000001,0.4841491143866583,TRUE,FALSE
HTS002748,virt_molwt_v1_full_0121997,2748,C=CC(=O)NCCOCCOC(CCCC)(OC(C)(C)C)c1ccc(O)cc1,ketal,C=CC(=O)NCCOCC*,C(C)(C)(C)*,c1(*)ccc(O)cc1,CCCC*,3.3919409852123907,3.8857000000000026,4.490315520000001,0.5176367484214288,TRUE,FALSE
HTS002749,virt_molwt_v1_full_0010456,2749,CCCCC(OCC)(OCC)Oc1ccccc1,orthoester,c1(*)ccccc1,CC*,O(CC)*,CCCC*,2.466382846806395,3.982400000000004,4.49014494,0.5152995862324113,TRUE,FALSE
HTS002750,virt_molwt_v1_full_0228256,2750,C=CC(=O)NCCOCCOC(OCC)(OC(C)C)C(CC)CC,orthoester,C=CC(=O)NCCOCC*,C(C)(C)*,CCO*,C(CC)(CC)*,3.728346525796951,2.8733000000000004,4.490086,0.4897204106042876,TRUE,FALSE
HTS002751,virt_molwt_v1_full_0811565,2751,C=CC(=O)NCCOCCOC(CC(C)(C)C)(Oc1cccc(C(C)=O)c1)c1ccc(O)cc1,ketal,C=CC(=O)NCCOCC*,c1(*)cccc(C(C)=O)c1,c1(*)ccc(O)cc1,C(C(C)(C)C)*,3.358766978399659,4.598200000000005,4.48978348,0.4472107569742186,TRUE,FALSE
HTS002752,virt_molwt_v1_full_0290526,2752,C=CC(=O)NCCOC(CC(C)(C)C)(OCc1ccccc1)c1ccc(OC)cc1,ketal,C=CC(=O)NCC*,C(c1ccccc1)*,COc1ccc(*)cc1,C(C(C)(C)C)*,3.108471609152055,4.819800000000004,4.489688259999999,0.4199107537615468,TRUE,FALSE
HTS002753,virt_molwt_v1_full_1353816,2753,CCOC(Oc1c(C)cccc1C(=O)OC)(c1ccc(N(C)C)cc1)C1CC1,ketal,c1(*)c(C)cccc1C(=O)OC,CC*,c1(*)ccc(N(C)C)cc1,C1(*)CC1,3.191338987210393,4.525920000000005,4.48964872,0.4070385436934657,TRUE,FALSE
HTS002754,virt_molwt_v1_full_0048857,2754,CCC(CC)C(OC)(OCCCCCCNC(=O)C(F)(F)F)c1ccc(O)cc1,ketal,C(CCCCCNC(=O)C(F)(F)F)*,C*,c1(*)ccc(O)cc1,C(CC)(CC)*,3.37996701873075,4.883100000000005,4.48955184,0.6381703549743143,TRUE,FALSE
HTS002755,virt_molwt_v1_full_0891004,2755,C=CC(=O)NCCOCCOC(OCC)(Oc1cccc(OC)c1)C(C)(C)C,orthoester,C=CC(=O)NCCOCC*,c1(*)cccc(OC)c1,CCO*,C(C)(C)(C)*,3.349390136061542,3.1458000000000013,4.48954386,0.4342589913213063,TRUE,FALSE
HTS002756,virt_molwt_v1_full_0598756,2756,CCCOC(OCC)(OCCOCCN)C(CC)CC,orthoester,C(COCCN)*,C(CC)*,CCO*,C(CC)(CC)*,3.6750018033737337,2.5314000000000005,4.48933294,0.4324838813481287,TRUE,FALSE
HTS002757,virt_molwt_v1_full_0623991,2757,CCCC(OC)(OCC(C)(C)C)OCC(C)(C)C,orthoester,CC(C)(C)C*,C(C(C)(C)C)*,CO*,CCC*,3.3822622487343903,4.212100000000004,4.4893116200000005,0.5033138919854704,TRUE,FALSE
HTS002758,virt_molwt_v1_full_0226706,2758,COC(=O)NCCOC(C)(OC(C)C)c1ccc(N(C)C)cc1,ketal,C(CNC(=O)OC)*,C(C)(C)*,c1(*)ccc(N(C)C)cc1,C*,3.2042579803696185,2.722900000000001,4.48928844,0.1741099068048527,TRUE,FALSE
HTS002759,virt_molwt_v1_full_1329363,2759,COC(Oc1c(C(=O)O)cccc1C(=O)O)(OC(C)(C)C)C(C)(C)C,orthoester,c1(*)c(C(=O)O)cccc1C(=O)O,CC(C)(C)*,CO*,C(C)(C)(C)*,3.349302624403694,3.6232000000000033,4.48922688,0.5839906413119695,TRUE,FALSE
HTS002760,virt_molwt_v1_full_0038892,2760,CCOC(=O)C1CCCCC1OC(OC)(c1c(OC)cc(OC)cc1OC)C1CC1,ketal,CCOC(=O)C1CCCCC1*,C*,COc1cc(OC)c(*)c(OC)c1,C1(*)CC1,3.881797320082006,4.060100000000003,4.48920112,0.3699031840483203,TRUE,FALSE
HTS002761,virt_molwt_v1_full_0508878,2761,C=CC(=O)NCCOC(CCCC)(Oc1cccc(C)c1)c1ccc(OC)cc1,ketal,C(CNC(=O)C=C)*,c1(*)cccc(C)c1,COc1ccc(*)cc1,CCCC*,3.066078686624449,4.744420000000004,4.489144060000001,0.3940523242139786,TRUE,FALSE
HTS002762,virt_molwt_v1_full_0046494,2762,COc1ccc(C(CC(C)C)(OC)OCCCCCCO)cc1,ketal,C(CCCCCO)*,C*,COc1ccc(*)cc1,C(C(C)C)*,2.9723180842778074,4.109800000000004,4.48905376,0.4783242445749561,TRUE,FALSE
HTS002763,virt_molwt_v1_full_0000609,2763,CCCCCC(OC)(OCC)c1ccc(F)cc1,ketal,C(C)*,C*,c1(*)ccc(F)cc1,CCCCC*,2.8463409584497352,4.241700000000003,4.488937819999999,0.3005583061457086,TRUE,FALSE
HTS002764,virt_molwt_v1_full_0229635,2764,C=CCCCOC(CCCC)(OC)OC(C)C,orthoester,C=CCCC*,C(C)(C)*,CO*,CCCC*,3.551412796572624,3.8846000000000034,4.48868822,0.4148902611120891,TRUE,FALSE
HTS002765,virt_molwt_v1_full_0031805,2765,C=CC(=O)NCCOC(CCCCC)(OC)c1ccc(O)cc1,ketal,C(CNC(=O)C=C)*,C*,c1(*)ccc(O)cc1,CCCCC*,3.188843805431653,3.0905000000000014,4.48865516,0.6016009100516077,TRUE,FALSE
HTS002766,virt_molwt_v1_full_1338723,2766,CCCOC(OC)(Oc1c(C(=O)O)cccc1C(=O)O)C(C)(C)C,orthoester,c1(*)c(C(=O)O)cccc1C(=O)O,CCC*,CO*,C(C)(C)(C)*,3.287650160623664,3.234700000000002,4.48826766,0.5686788802320993,TRUE,FALSE
HTS002767,virt_molwt_v1_full_0282859,2767,C=CCCCOC(OCCNC(=O)C=C)(c1ccc(C)cc1)C(CC)CC,ketal,C=CC(=O)NCC*,C=CCCC*,c1(*)ccc(C)cc1,C(CC)(CC)*,3.55218103275738,4.885620000000005,4.488175119999999,0.3835002693396417,TRUE,FALSE
HTS002768,virt_molwt_v1_full_1327553,2768,CCCC(OCC)(Oc1c(C(=O)O)cccc1C(=O)O)c1ccc(O)cc1,ketal,c1(*)c(C(=O)O)cccc1C(=O)O,CC*,c1(*)ccc(O)cc1,CCC*,3.087606371634718,3.857000000000002,4.48812686,0.3601273830522672,TRUE,FALSE
HTS002769,virt_molwt_v1_full_0570675,2769,CCC(CC)C(OC)(OCCOC)OCC(C)(C)C,orthoester,C(C(C)(C)C)*,COCC*,CO*,C(CC)(CC)*,3.7706667836746455,3.448500000000002,4.4880782,0.5943298186012981,TRUE,FALSE
HTS002770,virt_molwt_v1_full_0864713,2770,C=CC(=O)NCCOCCOC(CC(C)C)(Oc1ccc(C)cc1)c1ccc(O)cc1,ketal,C=CC(=O)NCCOCC*,c1(*)ccc(C)cc1,c1(*)ccc(O)cc1,C(C(C)C)*,3.2399940424262663,4.313920000000004,4.487912679999999,0.4938973871531347,TRUE,FALSE
HTS002771,virt_molwt_v1_full_0519727,2771,C=CC(=O)NCCOCCOC(Oc1cccc(C)c1)(c1ccc(C)cc1)C(C)(C)C,ketal,C=CC(=O)NCCOCC*,c1(*)cccc(C)c1,c1(*)ccc(C)cc1,C(C)(C)(C)*,3.2519831609260503,4.916740000000004,4.48780682,0.4025341806135842,TRUE,FALSE
HTS002772,virt_molwt_v1_full_0018965,2772,CCOC(OC1CCCCC1C(=O)O)(c1ccc(O)cc1)C(C)(C)C,ketal,C1(*)CCCCC1C(=O)O,C(C)*,c1(*)ccc(O)cc1,C(C)(C)(C)*,3.792038147246129,4.287600000000004,4.48780368,0.538204221072148,TRUE,FALSE
HTS002773,virt_molwt_v1_full_0863154,2773,COC(=O)NCCOC(CC(C)C)(Oc1ccc(C)cc1)c1ccc(OC)cc1,ketal,C(CNC(=O)OC)*,c1(*)ccc(C)cc1,COc1ccc(*)cc1,C(C(C)C)*,2.964781667654257,4.654120000000004,4.48776868,0.3834833377881151,TRUE,FALSE
HTS002774,virt_molwt_v1_full_1459206,2774,CCCCCC(OC)(Oc1ccc([N+](=O)[O-])cc1C(=O)O)c1ccc(OC)cc1,ketal,c1(*)ccc([N+](=O)[O-])cc1C(=O)O,C*,COc1ccc(*)cc1,CCCCC*,2.951317415517508,4.760100000000004,4.48771758,0.2791905404882936,TRUE,FALSE
HTS002775,virt_molwt_v1_full_0020000,2775,CCOC(OCCCCCCO)(c1ccccc1)C(CC)CC,ketal,C(CCCCCO)*,C(C)*,c1(*)ccccc1,C(CC)(CC)*,3.17656213383402,4.881400000000005,4.48768748,0.5912091155518608,TRUE,FALSE
HTS002776,virt_molwt_v1_full_0138556,2776,CCOC(Oc1ccccc1)(OC(C)C)C(CC)CC,orthoester,c1(*)ccccc1,CC(C)*,CCO*,C(CC)(CC)*,3.247792572604503,4.616900000000005,4.48762574,0.4607832617106683,TRUE,FALSE
HTS002777,virt_molwt_v1_full_0279063,2777,C=CC(=O)NCCOC(CCCCC)(OC)OCC(C)(C)C,orthoester,C=CC(=O)NCC*,C(C(C)(C)C)*,CO*,CCCCC*,3.570127079996597,3.248400000000002,4.48762526,0.4705958728477573,TRUE,FALSE
HTS002778,virt_molwt_v1_full_0757878,2778,CCOC(=O)C1CCCCC1OC(OCCOCCN)(c1ccc(OC)cc1)C(CC)CC,ketal,C1(*)CCCCC1C(=O)OCC,C(COCCN)*,COc1ccc(*)cc1,C(CC)(CC)*,3.9364953261946543,4.414600000000004,4.487583760000001,0.6481962475648824,TRUE,FALSE
HTS002779,virt_molwt_v1_full_0307926,2779,C=CC(=O)NCCOCCOC(CCCCC)(Oc1ccccc1C(=O)O)c1ccc(OC)cc1,ketal,C=CC(=O)NCCOCC*,c1(*)ccccc1C(=O)O,COc1ccc(*)cc1,CCCCC*,3.2137374134289667,4.540900000000003,4.48755414,0.3603247461535474,TRUE,FALSE
HTS002780,virt_molwt_v1_full_1340403,2780,COC(=O)NCCOC(CC(C)(C)C)(OC)Oc1c(C(=O)O)cccc1C(=O)O,orthoester,c1(*)c(C(=O)O)cccc1C(=O)O,C(CNC(=O)OC)*,CO*,C(C(C)(C)C)*,3.358756204228796,2.5708,4.48741724,0.4757873986968153,TRUE,FALSE
HTS002781,virt_molwt_v1_full_0159594,2781,COC(=O)C1CCCCC1OC(CC(C)C)(OC)c1ccc(OC)cc1,ketal,COC(=O)C1CCCCC1*,C*,COc1ccc(*)cc1,C(C(C)C)*,3.611329862071608,4.288900000000004,4.4873936400000005,0.4986505191803679,TRUE,FALSE
HTS002782,virt_molwt_v1_full_0000501,2782,CCOC(OC)(c1ccc(F)cc1)C(CC)CC,ketal,C(C)*,C*,c1(*)ccc(F)cc1,C(CC)(CC)*,3.174296832861038,4.097600000000004,4.487352319999999,0.3312228035603974,TRUE,FALSE
HTS002783,virt_molwt_v1_full_0981846,2783,C=CCC(=O)OCCOC(CCCCC)(OC)c1ccc(OC)cc1,ketal,C=CCC(=O)OCC*,C*,COc1ccc(*)cc1,CCCCC*,3.1588604609421544,4.210600000000004,4.4873293,0.517063802530318,TRUE,FALSE
HTS002784,virt_molwt_v1_full_0121503,2784,CCCCCC(OC)(OCCOCCN)OC(C)(C)C,orthoester,C(COCCN)*,C(C)(C)(C)*,CO*,CCCCC*,3.4271265586184896,2.6739000000000006,4.487311480000001,0.4130232557687299,TRUE,FALSE
HTS002785,virt_molwt_v1_full_1209496,2785,C=CC(=O)NCCOCCOC(OCC)(Oc1ccccc1Cl)C(CC)CC,orthoester,C=CC(=O)NCCOCC*,c1(*)ccccc1Cl,CCO*,C(CC)(CC)*,3.4890585445761038,4.180700000000003,4.4872885,0.4898213337993844,TRUE,FALSE
HTS002786,virt_molwt_v1_full_0525544,2786,C=CC(=O)OCCOC(CCCCC)(OCC)Oc1cccc(C)c1,orthoester,C(COC(=O)C=C)*,c1(*)cccc(C)c1,CCO*,CCCCC*,3.190665076326772,4.390220000000004,4.48721314,0.4884256824700747,TRUE,FALSE
